ID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;P_10;P_11;P_12;VKLAD;NA_VYHRY;NASLED_ZREB
483;10.4.2021;14;9;4;4;3;1;4;0;0,00000;0;500,00000;8;100,00000;34;10,00000;372;3,50000;3359;2,00000;18658,00000;29478,26000;13.4.2021
484;13.4.2021;15;1;2;5;6;2;5;0;0,00000;0;500,00000;2;100,00000;29;10,00000;275;3,50000;2682;2,00000;15163,50000;27703,06000;17.4.2021
485;17.4.2021;15;1;0;4;3;3;8;0;0,00000;0;500,00000;6;100,00000;35;10,00000;335;3,50000;3376;2,00000;18846,00000;29573,77000;20.4.2021
486;20.4.2021;16;0;0;2;7;2;2;0;0,00000;1;500,00000;2;100,00000;29;10,00000;300;3,50000;2843;2,00000;15388,50000;27817,36000;24.4.2021
487;24.4.2021;16;9;7;7;0;0;9;0;0,00000;0;500,00000;2;100,00000;35;10,00000;302;3,50000;3195;2,00000;18206,00000;29248,65000;27.4.2021
488;27.4.2021;17;4;0;6;6;7;8;0;0,00000;0;500,00000;2;100,00000;29;10,00000;275;3,50000;2673;2,00000;14688,00000;27461,50000;1.5.2021
489;1.5.2021;17;0;4;6;1;2;3;0;0,00000;1;500,00000;1;100,00000;27;10,00000;283;3,50000;2887;2,00000;15698,00000;27974,58000;4.5.2021
490;4.5.2021;18;5;4;8;3;3;9;0;0,00000;1;500,00000;2;100,00000;26;10,00000;294;3,50000;2492;2,00000;14710,00000;27472,68000;8.5.2021
491;8.5.2021;18;4;0;5;7;9;1;0;0,00000;0;500,00000;1;100,00000;22;10,00000;274;3,50000;2929;2,00000;16195,50000;28227,31000;11.5.2021
492;11.5.2021;19;1;1;6;4;7;1;1;20000,00000;0;500,00000;2;100,00000;35;10,00000;243;3,50000;2596;2,00000;14575,00000;27404,10000;15.5.2021
493;15.5.2021;19;8;2;2;2;3;1;0;0,00000;0;500,00000;3;100,00000;27;10,00000;323;3,50000;3404;2,00000;18561,50000;29429,24000;18.5.2021
494;18.5.2021;20;9;6;6;7;4;4;0;0,00000;0;500,00000;2;100,00000;21;10,00000;246;3,50000;2686;2,00000;15222,00000;27732,78000;22.5.2021
495;22.5.2021;20;3;8;9;5;9;9;0;0,00000;1;500,00000;4;100,00000;32;10,00000;350;3,50000;3211;2,00000;18249,00000;29270,49000;25.5.2021
496;25.5.2021;21;2;4;1;2;5;9;0;0,00000;0;500,00000;5;100,00000;22;10,00000;261;3,50000;2586;2,00000;14672,00000;27453,38000;29.5.2021
497;29.5.2021;21;4;4;4;7;2;2;0;0,00000;0;500,00000;3;100,00000;40;10,00000;264;3,50000;3048;2,00000;16957,00000;28614,16000;1.6.2021
498;1.6.2021;22;3;1;9;7;3;2;0;0,00000;1;500,00000;3;100,00000;28;10,00000;251;3,50000;2513;2,00000;13942,00000;27082,54000;5.6.2021
499;5.6.2021;22;2;8;5;8;4;8;0;0,00000;0;500,00000;4;100,00000;30;10,00000;323;3,50000;2995;2,00000;16528,50000;28396,48000;8.6.2021
500;8.6.2021;23;3;0;2;0;5;1;0;0,00000;0;500,00000;3;100,00000;24;10,00000;239;3,50000;2478;2,00000;13842,00000;27031,74000;12.6.2021
501;12.6.2021;23;9;1;4;7;7;2;0;0,00000;1;500,00000;5;100,00000;33;10,00000;298;3,50000;3066;2,00000;17024,50000;28648,45000;15.6.2021
502;15.6.2021;24;9;8;6;4;2;3;0;0,00000;0;500,00000;1;100,00000;26;10,00000;250;3,50000;2680;2,00000;14233,50000;27230,62000;19.6.2021
503;19.6.2021;24;0;4;5;6;3;3;0;0,00000;0;500,00000;2;100,00000;28;10,00000;304;3,50000;3038;2,00000;16836,00000;28552,69000;22.6.2021
504;22.6.2021;25;2;1;1;7;5;6;0;0,00000;0;500,00000;1;100,00000;29;10,00000;246;3,50000;2593;2,00000;13932,50000;27077,71000;26.6.2021
505;26.6.2021;25;4;4;5;2;5;2;0;0,00000;0;500,00000;5;100,00000;29;10,00000;317;3,50000;2905;2,00000;16168,00000;28213,34000;29.6.2021
506;29.6.2021;26;1;4;5;4;9;6;0;0,00000;1;500,00000;5;100,00000;15;10,00000;243;3,50000;2395;2,00000;13259,50000;26735,83000;3.7.2021
507;3.7.2021;26;9;8;6;3;4;8;0;0,00000;0;500,00000;4;100,00000;30;10,00000;278;3,50000;2958;2,00000;16024,50000;28140,45000;6.7.2021
508;6.7.2021;27;4;9;3;4;5;6;0;0,00000;0;500,00000;2;100,00000;23;10,00000;227;3,50000;2203;2,00000;11832,50000;26010,91000;10.7.2021
509;10.7.2021;27;3;2;9;8;1;9;0;0,00000;0;500,00000;3;100,00000;29;10,00000;275;3,50000;2870;2,00000;16268,50000;28264,40000;13.7.2021
510;13.7.2021;28;5;7;9;6;3;0;1;20000,00000;1;500,00000;3;100,00000;21;10,00000;246;3,50000;2368;2,00000;13735,00000;26977,38000;17.7.2021
511;17.7.2021;28;1;4;4;3;7;9;0;0,00000;0;500,00000;7;100,00000;26;10,00000;308;3,50000;2876;2,00000;16506,50000;28385,30000;20.7.2021
512;20.7.2021;29;0;9;2;2;4;1;0;0,00000;0;500,00000;3;100,00000;32;10,00000;256;3,50000;2498;2,00000;13811,00000;27015,99000;24.7.2021
513;24.7.2021;29;3;8;5;3;1;2;0;0,00000;0;500,00000;3;100,00000;40;10,00000;289;3,50000;2884;2,00000;16225,00000;28242,30000;27.7.2021
514;27.7.2021;30;3;0;7;7;3;1;0;0,00000;1;500,00000;2;100,00000;25;10,00000;231;3,50000;2377;2,00000;13269,50000;26740,91000;31.7.2021
515;31.7.2021;30;3;9;7;8;6;4;0;0,00000;0;500,00000;1;100,00000;27;10,00000;272;3,50000;2806;2,00000;15668,00000;27959,34000;3.8.2021
516;3.8.2021;31;6;4;8;8;8;0;0;0,00000;0;500,00000;3;100,00000;20;10,00000;240;3,50000;2298;2,00000;13230,00000;26720,84000;7.8.2021
517;7.8.2021;31;7;3;4;1;0;3;0;0,00000;0;500,00000;3;100,00000;31;10,00000;295;3,50000;3040;2,00000;16038,50000;28147,56000;10.8.2021
518;10.8.2021;32;7;9;1;7;3;8;0;0,00000;0;500,00000;5;100,00000;22;10,00000;239;3,50000;2460;2,00000;13516,50000;26866,38000;14.8.2021
519;14.8.2021;32;0;7;5;2;9;3;0;0,00000;1;500,00000;2;100,00000;33;10,00000;297;3,50000;3129;2,00000;17489,50000;28884,67000;17.8.2021
520;17.8.2021;33;0;7;0;3;6;7;0;0,00000;0;500,00000;4;100,00000;26;10,00000;246;3,50000;2525;2,00000;14164,50000;27195,57000;21.8.2021
521;21.8.2021;33;2;6;5;0;3;0;0;0,00000;0;500,00000;3;100,00000;28;10,00000;300;3,50000;2818;2,00000;16954,50000;28612,89000;24.8.2021
522;24.8.2021;34;7;7;8;8;6;4;0;0,00000;0;500,00000;4;100,00000;24;10,00000;259;3,50000;2585;2,00000;14192,00000;27209,54000;28.8.2021
523;28.8.2021;34;7;2;1;3;6;0;0;0,00000;0;500,00000;6;100,00000;23;10,00000;307;3,50000;2942;2,00000;16799,50000;28534,15000;31.8.2021
524;31.8.2021;35;0;6;7;8;6;7;0;0,00000;2;500,00000;3;100,00000;19;10,00000;262;3,50000;2631;2,00000;14219,50000;27223,51000;4.9.2021
525;4.9.2021;35;5;1;4;6;6;1;0;0,00000;0;500,00000;7;100,00000;34;10,00000;284;3,50000;2883;2,00000;15961,00000;28108,19000;7.9.2021
526;7.9.2021;36;7;8;9;9;0;7;0;0,00000;0;500,00000;1;100,00000;35;10,00000;247;3,50000;2534;2,00000;13591,50000;26904,48000;11.9.2021
527;11.9.2021;36;5;2;2;1;9;1;0;0,00000;1;500,00000;2;100,00000;27;10,00000;294;3,50000;3120;2,00000;16750,00000;28509,00000;14.9.2021
528;14.9.2021;37;0;8;3;6;4;8;0;0,00000;0;500,00000;6;100,00000;28;10,00000;274;3,50000;2638;2,00000;14702,50000;27468,87000;18.9.2021
529;18.9.2021;37;2;5;9;7;6;9;0;0,00000;0;500,00000;1;100,00000;24;10,00000;314;3,50000;2975;2,00000;16653,00000;28459,72000;21.9.2021
530;21.9.2021;38;2;2;1;8;2;5;0;0,00000;0;500,00000;2;100,00000;27;10,00000;281;3,50000;2700;2,00000;14178,50000;27202,68000;25.9.2021
531;25.9.2021;38;4;1;4;1;4;4;0;0,00000;0;500,00000;2;100,00000;29;10,00000;263;3,50000;3097;2,00000;16746,50000;28507,22000;28.9.2021
532;28.9.2021;39;9;9;6;1;3;6;0;0,00000;0;500,00000;1;100,00000;21;10,00000;266;3,50000;2594;2,00000;13706,50000;26962,90000;2.10.2021
533;2.10.2021;39;6;0;7;8;9;2;0;0,00000;0;500,00000;2;100,00000;27;10,00000;277;3,50000;3053;2,00000;16604,00000;28434,83000;5.10.2021
534;5.10.2021;40;0;7;1;2;6;0;0;0,00000;1;500,00000;2;100,00000;24;10,00000;221;3,50000;2403;2,00000;13730,00000;26974,84000;9.10.2021
535;9.10.2021;40;4;3;1;4;7;1;0;0,00000;0;500,00000;7;100,00000;25;10,00000;321;3,50000;3041;2,00000;16764,00000;28516,11000;12.10.2021
536;12.10.2021;41;0;7;3;6;5;3;0;0,00000;0;500,00000;3;100,00000;26;10,00000;265;3,50000;2578;2,00000;14315,50000;27272,27000;16.10.2021
537;16.10.2021;41;7;8;5;0;9;4;0;0,00000;3;500,00000;4;100,00000;34;10,00000;331;3,50000;3153;2,00000;17540,50000;28910,57000;19.10.2021
538;19.10.2021;42;6;9;7;8;4;2;0;0,00000;0;500,00000;3;100,00000;18;10,00000;253;3,50000;2624;2,00000;14516,50000;27374,38000;23.10.2021
539;23.10.2021;42;4;0;6;3;8;7;0;0,00000;1;500,00000;5;100,00000;29;10,00000;306;3,50000;3105;2,00000;17342,00000;28809,74000;26.10.2021
540;26.10.2021;43;8;1;4;5;8;9;0;0,00000;1;500,00000;4;100,00000;23;10,00000;276;3,50000;2590;2,00000;14251,00000;27239,51000;30.10.2021
541;30.10.2021;43;3;6;7;7;2;2;0;0,00000;2;500,00000;2;100,00000;37;10,00000;281;3,50000;3104;2,00000;16902,50000;28586,47000;2.11.2021
542;2.11.2021;44;9;6;6;1;3;0;0;0,00000;0;500,00000;1;100,00000;22;10,00000;227;3,50000;2170;2,00000;12414,50000;26306,57000;6.11.2021
543;6.11.2021;44;4;7;8;5;4;1;0;0,00000;0;500,00000;3;100,00000;38;10,00000;326;3,50000;3024;2,00000;17110,50000;28692,13000;9.11.2021
544;9.11.2021;45;8;6;2;6;0;2;0;0,00000;0;500,00000;2;100,00000;33;10,00000;261;3,50000;2581;2,00000;14197,50000;27212,33000;13.11.2021
545;13.11.2021;45;1;9;1;4;6;6;0;0,00000;0;500,00000;5;100,00000;34;10,00000;329;3,50000;3265;2,00000;17872,00000;29078,98000;16.11.2021
546;16.11.2021;46;2;6;5;3;2;8;0;0,00000;0;500,00000;3;100,00000;31;10,00000;274;3,50000;2814;2,00000;15426,00000;27836,41000;20.11.2021
547;20.11.2021;46;5;5;8;0;3;3;0;0,00000;0;500,00000;4;100,00000;29;10,00000;328;3,50000;3242;2,00000;17633,50000;28957,82000;23.11.2021
548;23.11.2021;47;9;7;1;6;2;7;0;0,00000;0;500,00000;1;100,00000;28;10,00000;287;3,50000;2764;2,00000;14681,00000;27457,95000;27.11.2021
549;27.11.2021;47;5;5;9;7;1;7;0;0,00000;1;500,00000;1;100,00000;25;10,00000;308;3,50000;3060;2,00000;16794,50000;28531,61000;30.11.2021
550;30.11.2021;48;1;2;2;5;7;6;0;0,00000;0;500,00000;4;100,00000;24;10,00000;273;3,50000;2595;2,00000;14047,00000;27135,88000;4.12.2021
551;4.12.2021;48;4;1;0;5;6;3;0;0,00000;0;500,00000;4;100,00000;38;10,00000;325;3,50000;3151;2,00000;17555,50000;28918,19000;7.12.2021
552;7.12.2021;49;6;6;6;0;8;4;0;0,00000;0;500,00000;2;100,00000;30;10,00000;248;3,50000;2736;2,00000;14644,50000;27439,41000;11.12.2021
553;11.12.2021;49;2;0;7;9;6;3;0;0,00000;1;500,00000;4;100,00000;29;10,00000;369;3,50000;3397;2,00000;18516,00000;29406,13000;14.12.2021
554;14.12.2021;50;0;8;1;7;4;2;0;0,00000;0;500,00000;1;100,00000;31;10,00000;300;3,50000;2848;2,00000;15553,00000;27900,92000;18.12.2021
555;18.12.2021;50;3;0;7;4;4;6;0;0,00000;0;500,00000;5;100,00000;26;10,00000;335;3,50000;3449;2,00000;19071,50000;29688,32000;21.12.2021
556;21.12.2021;51;4;5;4;7;9;1;0;0,00000;0;500,00000;2;100,00000;19;10,00000;276;3,50000;2971;2,00000;16429,50000;28346,19000;26.12.2021
557;26.12.2021;51;4;8;5;4;2;6;0;0,00000;0;500,00000;3;100,00000;26;10,00000;249;3,50000;2620;2,00000;14420,50000;27325,61000;28.12.2021
558;28.12.2021;52;9;8;1;6;1;6;1;20000,00000;2;500,00000;0;100,00000;25;10,00000;286;3,50000;2834;2,00000;15354,00000;27799,83000;1.1.2022
559;1.1.2022;52;9;1;6;1;5;4;0;0,00000;0;500,00000;1;100,00000;33;10,00000;313;3,50000;3113;2,00000;17143,50000;28708,90000;4.1.2022
560;4.1.2022;1;4;4;8;7;7;6;0;0,00000;0;500,00000;3;100,00000;17;10,00000;298;3,50000;2762;2,00000;15320,50000;27782,81000;8.1.2022
561;8.1.2022;1;5;6;0;6;4;0;0;0,00000;0;500,00000;3;100,00000;24;10,00000;295;3,50000;3047;2,00000;17661,00000;28971,79000;11.1.2022
562;11.1.2022;2;3;6;4;2;6;5;0;0,00000;1;500,00000;1;100,00000;23;10,00000;318;3,50000;2686;2,00000;15221,50000;27732,52000;15.1.2022
563;15.1.2022;2;9;5;3;8;7;9;0;0,00000;0;500,00000;0;100,00000;24;10,00000;343;3,50000;3198;2,00000;18732,00000;29515,86000;18.1.2022
564;18.1.2022;3;2;0;3;9;5;7;0;0,00000;0;500,00000;2;100,00000;18;10,00000;258;3,50000;2847;2,00000;15413,50000;27830,06000;22.1.2022
565;22.1.2022;3;7;7;0;5;3;6;0;0,00000;0;500,00000;2;100,00000;36;10,00000;323;3,50000;3287;2,00000;18485,00000;29390,38000;25.1.2022
566;25.1.2022;4;0;2;9;1;3;2;0;0,00000;0;500,00000;2;100,00000;30;10,00000;297;3,50000;2687;2,00000;15086,50000;27663,94000;29.1.2022
567;29.1.2022;4;5;1;1;9;5;3;0;0,00000;0;500,00000;3;100,00000;29;10,00000;337;3,50000;3308;2,00000;18095,50000;29192,51000;1.2.2022
568;1.2.2022;5;9;5;0;0;1;2;0;0,00000;0;500,00000;1;100,00000;27;10,00000;243;3,50000;2732;2,00000;14762,00000;27499,10000;5.2.2022
569;5.2.2022;5;3;6;6;9;7;1;0;0,00000;0;500,00000;0;100,00000;32;10,00000;347;3,50000;3192;2,00000;17801,00000;29042,91000;8.2.2022
570;8.2.2022;6;0;4;7;1;5;0;0;0,00000;0;500,00000;1;100,00000;24;10,00000;278;3,50000;2549;2,00000;14506,50000;27369,30000;12.2.2022
571;12.2.2022;6;0;5;0;4;2;7;0;0,00000;1;500,00000;6;100,00000;30;10,00000;291;3,50000;3237;2,00000;17989,50000;29138,67000;15.2.2022
572;15.2.2022;7;2;3;6;8;9;7;0;0,00000;0;500,00000;2;100,00000;28;10,00000;273;3,50000;2596;2,00000;14826,00000;27531,61000;19.2.2022
573;19.2.2022;7;5;2;4;2;9;1;0;0,00000;0;500,00000;2;100,00000;30;10,00000;320;3,50000;3314;2,00000;17749,50000;29016,75000;22.2.2022
574;22.2.2022;8;4;0;6;8;3;9;0;0,00000;0;500,00000;3;100,00000;29;10,00000;278;3,50000;2967;2,00000;16791,50000;28530,08000;26.2.2022
575;26.2.2022;8;7;8;3;3;8;9;0;0,00000;0;500,00000;4;100,00000;28;10,00000;285;3,50000;3001;2,00000;17384,50000;28831,33000;1.3.2022
576;1.3.2022;9;5;4;7;2;5;3;0;0,00000;1;500,00000;3;100,00000;29;10,00000;264;3,50000;2676;2,00000;14118,00000;27171,94000;5.3.2022
577;5.3.2022;9;0;3;2;2;2;2;0;0,00000;0;500,00000;0;100,00000;24;10,00000;302;3,50000;3070;2,00000;17073,00000;28673,08000;8.3.2022
578;8.3.2022;10;1;2;9;4;7;5;0;0,00000;0;500,00000;2;100,00000;35;10,00000;271;3,50000;2618;2,00000;14411,00000;27320,79000;12.3.2022
579;12.3.2022;10;3;9;7;6;5;1;0;0,00000;1;500,00000;4;100,00000;22;10,00000;307;3,50000;3160;2,00000;17443,50000;28861,30000;15.3.2022
580;15.3.2022;11;0;0;0;1;0;6;0;0,00000;0;500,00000;2;100,00000;25;10,00000;263;3,50000;2650;2,00000;14514,50000;27373,37000;19.3.2022
581;19.3.2022;11;0;7;7;4;5;0;0;0,00000;0;500,00000;2;100,00000;28;10,00000;322;3,50000;3037;2,00000;17828,50000;29056,88000;22.3.2022
582;22.3.2022;12;0;1;7;0;4;7;0;0,00000;0;500,00000;4;100,00000;26;10,00000;238;3,50000;2676;2,00000;14455,50000;27343,39000;26.3.2022
583;26.3.2022;12;1;8;0;7;6;5;0;0,00000;1;500,00000;2;100,00000;33;10,00000;316;3,50000;3119;2,00000;16878,50000;28574,28000;29.3.2022
584;29.3.2022;13;7;6;1;6;0;6;2;10000,00000;0;500,00000;4;100,00000;17;10,00000;268;3,50000;2329;2,00000;12886,00000;26546,09000;2.4.2022
585;2.4.2022;13;3;7;3;0;4;3;0;0,00000;0;500,00000;4;100,00000;33;10,00000;298;3,50000;3083;2,00000;16992,00000;28631,94000;5.4.2022
586;5.4.2022;14;7;2;8;4;3;7;0;0,00000;0;500,00000;5;100,00000;23;10,00000;252;3,50000;2357;2,00000;12928,00000;26567,42000;9.4.2022
587;9.4.2022;14;8;8;0;8;2;7;0;0,00000;0;500,00000;6;100,00000;30;10,00000;309;3,50000;3178;2,00000;17217,50000;28746,49000;12.4.2022
588;12.4.2022;15;4;4;2;2;5;2;0;0,00000;1;500,00000;3;100,00000;25;10,00000;267;3,50000;2454;2,00000;13486,50000;26851,14000;16.4.2022
589;16.4.2022;15;3;8;3;8;5;5;0;0,00000;0;500,00000;5;100,00000;29;10,00000;320;3,50000;3065;2,00000;17051,50000;28662,16000;19.4.2022
590;19.4.2022;16;7;4;2;9;4;4;0;0,00000;0;500,00000;1;100,00000;24;10,00000;213;3,50000;2053;2,00000;11567,00000;25876,04000;23.4.2022
591;23.4.2022;16;4;0;4;7;1;9;0;0,00000;0;500,00000;2;100,00000;34;10,00000;303;3,50000;2981;2,00000;17550,50000;28915,65000;26.4.2022
592;26.4.2022;17;1;5;9;0;1;3;1;20000,00000;0;500,00000;3;100,00000;20;10,00000;279;3,50000;2401;2,00000;13320,50000;26766,81000;30.4.2022
593;30.4.2022;17;4;4;6;3;5;7;0;0,00000;0;500,00000;3;100,00000;34;10,00000;300;3,50000;3133;2,00000;16829,50000;28549,39000;3.5.2022
594;3.5.2022;18;1;4;1;3;8;8;0;0,00000;2;500,00000;5;100,00000;16;10,00000;214;3,50000;2320;2,00000;12939,50000;26573,27000;7.5.2022
595;7.5.2022;18;1;8;9;5;8;0;0;0,00000;1;500,00000;5;100,00000;32;10,00000;307;3,50000;3066;2,00000;17649,50000;28965,95000;10.5.2022
596;10.5.2022;19;3;5;0;2;2;9;0;0,00000;0;500,00000;5;100,00000;22;10,00000;201;3,50000;2284;2,00000;13111,50000;26660,64000;14.5.2022
597;14.5.2022;19;8;1;0;3;9;5;0;0,00000;0;500,00000;2;100,00000;32;10,00000;310;3,50000;3361;2,00000;18236,50000;29264,14000;17.5.2022
598;17.5.2022;20;2;8;6;6;9;8;0;0,00000;0;500,00000;0;100,00000;20;10,00000;217;3,50000;2503;2,00000;13513,00000;26864,60000;21.5.2022
599;21.5.2022;20;1;0;5;2;5;3;0;0,00000;1;500,00000;1;100,00000;41;10,00000;332;3,50000;3097;2,00000;17487,50000;28883,65000;24.5.2022
600;24.5.2022;21;6;6;9;5;4;5;1;20000,00000;0;500,00000;3;100,00000;26;10,00000;218;3,50000;2361;2,00000;13235,00000;26723,38000;28.5.2022
601;28.5.2022;21;0;3;7;4;2;0;0;0,00000;0;500,00000;4;100,00000;25;10,00000;284;3,50000;2850;2,00000;16631,50000;28448,80000;31.5.2022
602;31.5.2022;22;3;5;4;5;4;0;0;0,00000;0;500,00000;5;100,00000;29;10,00000;252;3,50000;2169;2,00000;12680,00000;26441,44000;4.6.2022
603;4.6.2022;22;5;6;3;7;0;1;0;0,00000;1;500,00000;1;100,00000;35;10,00000;303;3,50000;3019;2,00000;16431,00000;28346,95000;7.6.2022
604;7.6.2022;23;8;5;7;0;0;1;0;0,00000;1;500,00000;5;100,00000;20;10,00000;230;3,50000;2245;2,00000;12566,00000;26383,53000;11.6.2022
605;11.6.2022;23;1;0;9;5;5;8;0;0,00000;0;500,00000;2;100,00000;31;10,00000;298;3,50000;2962;2,00000;16682,00000;28474,46000;14.6.2022
606;14.6.2022;24;4;7;5;4;9;5;0;0,00000;0;500,00000;9;100,00000;22;10,00000;219;3,50000;2368;2,00000;13023,00000;26615,68000;18.6.2022
607;18.6.2022;24;7;1;1;5;9;7;0;0,00000;0;500,00000;2;100,00000;32;10,00000;271;3,50000;3120;2,00000;17122,50000;28698,23000;21.6.2022
608;21.6.2022;25;8;6;8;5;5;2;0;0,00000;0;500,00000;1;100,00000;27;10,00000;240;3,50000;2353;2,00000;13065,00000;26637,02000;25.6.2022
609;25.6.2022;25;0;1;4;0;2;7;0;0,00000;0;500,00000;2;100,00000;22;10,00000;301;3,50000;3051;2,00000;16484,00000;28373,87000;28.6.2022
610;28.6.2022;26;1;4;8;4;5;9;0;0,00000;0;500,00000;2;100,00000;17;10,00000;220;3,50000;2077;2,00000;12247,00000;26221,48000;2.7.2022
611;2.7.2022;26;6;7;2;7;4;7;0;0,00000;0;500,00000;4;100,00000;27;10,00000;291;3,50000;2822;2,00000;15851,50000;28052,56000;5.7.2022
612;5.7.2022;27;2;4;0;4;0;9;0;0,00000;0;500,00000;1;100,00000;13;10,00000;172;3,50000;1852;2,00000;10536,00000;25352,29000;9.7.2022
613;9.7.2022;27;1;4;5;1;4;2;1;20000,00000;0;500,00000;1;100,00000;24;10,00000;293;3,50000;3096;2,00000;16662,00000;28464,30000;12.7.2022
614;12.7.2022;28;9;2;3;8;4;6;0;0,00000;0;500,00000;6;100,00000;28;10,00000;220;3,50000;2363;2,00000;13068,50000;26638,80000;16.7.2022
615;16.7.2022;28;7;9;3;3;1;9;0;0,00000;0;500,00000;5;100,00000;28;10,00000;294;3,50000;3040;2,00000;17219,00000;28747,25000;19.7.2022
616;19.7.2022;29;9;1;6;7;8;7;0;0,00000;0;500,00000;4;100,00000;25;10,00000;214;3,50000;2468;2,00000;13175,50000;26693,15000;23.7.2022
617;23.7.2022;29;6;9;6;3;3;3;0;0,00000;0;500,00000;1;100,00000;27;10,00000;333;3,50000;3055;2,00000;16849,00000;28559,29000;26.7.2022
618;26.7.2022;30;3;4;9;9;2;1;0;0,00000;0;500,00000;3;100,00000;19;10,00000;218;3,50000;2351;2,00000;12784,00000;26494,27000;30.7.2022
619;30.7.2022;30;0;8;7;8;5;0;0;0,00000;1;500,00000;4;100,00000;26;10,00000;290;3,50000;2750;2,00000;16156,00000;28207,25000;2.8.2022
620;2.8.2022;31;3;1;9;4;3;5;0;0,00000;0;500,00000;0;100,00000;21;10,00000;232;3,50000;2375;2,00000;12746,50000;26475,22000;6.8.2022
621;6.8.2022;31;9;0;5;2;5;9;0;0,00000;1;500,00000;2;100,00000;35;10,00000;267;3,50000;2849;2,00000;16518,50000;28391,40000;9.8.2022
622;9.8.2022;32;2;4;3;4;1;1;1;20000,00000;2;500,00000;3;100,00000;31;10,00000;261;3,50000;2351;2,00000;13077,50000;26643,37000;13.8.2022
623;13.8.2022;32;4;6;2;2;2;0;0;0,00000;0;500,00000;1;100,00000;36;10,00000;288;3,50000;2963;2,00000;17156,50000;28715,50000;16.8.2022
624;16.8.2022;33;7;8;9;2;0;6;0;0,00000;0;500,00000;0;100,00000;18;10,00000;267;3,50000;2460;2,00000;13242,50000;26727,19000;20.8.2022
625;20.8.2022;33;5;5;5;4;0;2;1;20000,00000;0;500,00000;3;100,00000;33;10,00000;306;3,50000;2976;2,00000;17029,50000;28650,99000;23.8.2022
626;23.8.2022;34;5;8;2;8;4;5;0;0,00000;0;500,00000;3;100,00000;17;10,00000;233;3,50000;2349;2,00000;13193,50000;26702,30000;27.8.2022
627;27.8.2022;34;8;0;5;7;6;7;0;0,00000;1;500,00000;2;100,00000;27;10,00000;275;3,50000;2992;2,00000;16302,00000;28281,42000;30.8.2022
628;30.8.2022;35;6;9;7;0;3;1;0;0,00000;0;500,00000;1;100,00000;18;10,00000;206;3,50000;2079;2,00000;11567,50000;25876,29000;3.9.2022
629;3.9.2022;35;8;3;2;0;2;5;0;0,00000;1;500,00000;0;100,00000;25;10,00000;251;3,50000;2825;2,00000;15682,00000;27966,46000;6.9.2022
630;6.9.2022;36;7;1;2;6;7;2;0;0,00000;1;500,00000;3;100,00000;24;10,00000;202;3,50000;2252;2,00000;12546,00000;26373,37000;10.9.2022
631;10.9.2022;36;4;1;8;1;1;5;0;0,00000;0;500,00000;3;100,00000;25;10,00000;286;3,50000;3115;2,00000;16638,00000;28452,10000;13.9.2022
632;13.9.2022;37;8;2;7;2;2;3;0;0,00000;1;500,00000;1;100,00000;27;10,00000;236;3,50000;2348;2,00000;13043,00000;26625,84000;17.9.2022
633;17.9.2022;37;7;3;7;7;2;5;0;0,00000;0;500,00000;4;100,00000;33;10,00000;340;3,50000;2976;2,00000;16221,00000;28240,27000;20.9.2022
634;20.9.2022;38;9;0;6;4;3;5;0;0,00000;0;500,00000;1;100,00000;28;10,00000;257;3,50000;2326;2,00000;12966,00000;26586,73000;24.9.2022
635;24.9.2022;38;1;8;5;8;2;9;0;0,00000;2;500,00000;4;100,00000;27;10,00000;273;3,50000;2837;2,00000;16281,50000;28271,00000;27.9.2022
636;27.9.2022;39;1;3;9;4;4;7;0;0,00000;1;500,00000;1;100,00000;22;10,00000;222;3,50000;2276;2,00000;12401,00000;26299,71000;1.10.2022
637;1.10.2022;39;4;0;0;6;9;0;0;0,00000;0;500,00000;1;100,00000;37;10,00000;266;3,50000;2786;2,00000;16086,00000;28171,69000;4.10.2022
638;4.10.2022;40;2;9;6;9;8;4;0;0,00000;1;500,00000;4;100,00000;23;10,00000;215;3,50000;2255;2,00000;12352,00000;26274,82000;8.10.2022
639;8.10.2022;40;7;0;3;7;7;3;0;0,00000;1;500,00000;3;100,00000;31;10,00000;290;3,50000;2866;2,00000;15964,00000;28109,71000;11.10.2022
640;11.10.2022;41;2;1;5;3;1;8;0;0,00000;0;500,00000;0;100,00000;18;10,00000;208;3,50000;2436;2,00000;12760,50000;26482,33000;15.10.2022
641;15.10.2022;41;7;7;1;2;6;7;0;0,00000;0;500,00000;3;100,00000;32;10,00000;315;3,50000;3090;2,00000;16809,50000;28539,23000;18.10.2022
642;18.10.2022;42;9;5;1;0;3;6;0;0,00000;0;500,00000;2;100,00000;25;10,00000;259;3,50000;2348;2,00000;12877,50000;26541,77000;22.10.2022
643;22.10.2022;42;4;8;0;3;3;2;0;0,00000;0;500,00000;3;100,00000;40;10,00000;300;3,50000;3054;2,00000;16770,50000;28519,41000;25.10.2022
644;25.10.2022;43;5;8;6;2;5;6;0;0,00000;0;500,00000;4;100,00000;24;10,00000;258;3,50000;2310;2,00000;12891,50000;26548,88000;29.10.2022
645;29.10.2022;43;5;3;3;0;3;7;1;20000,00000;1;500,00000;7;100,00000;39;10,00000;325;3,50000;2987;2,00000;16416,50000;28339,58000;1.11.2022
