SANCAID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_2;P_3;P_5;P_6;P_8;P_9;P_11;P_12;P_14;P_15;JACKPOT;VKLAD;NA_VYHRY;PREDP_SUMA_SPOLU;PREDP_SUMA_1;NASLED_ZREB
331;18.2.2001;7;9;0;3;7;0;4;0;0.00;0;0.00;10000;8.00;1000;48.00;100;481.00;5012225.00;600690.00;5188325.00;5300000.00;5060000.00;
332;21.2.2001;8;5;3;4;6;1;2;0;0.00;100000;1.00;10000;5.00;1000;37.00;100;439.00;5024810.00;486970.00;5255710.00;5300000.00;5080000.00;
333;25.2.2001;8;0;7;9;7;1;8;0;0.00;2;100000.00;7;10000.00;43;1000.00;572;100.00;4960295.00;611370.00;5330495.00;5200000.00;5010000.00;
340;28.2.2001;9;4;1;9;7;6;4;0;0.00;4;100000.00;3;10000.00;42;1000.00;395;100.00;4688965.00;480340.00;5200465.00;5000000.00;4750000.00;
341;4.3.2001;9;5;6;7;9;0;8;0;0.00;1;100000.00;7;10000.00;47;1000.00;461;100.00;4723810.00;595890.00;4986910.00;5000000.00;4770000.00;
342;7.3.2001;10;9;0;4;6;8;8;0;0.00;1;100000.00;4;10000.00;44;1000.00;392;100.00;4729580.00;457940.00;4952780.00;5000000.00;4790000.00;
343;11.3.2001;10;0;6;8;9;4;5;0;0.00;0;0.00;3;10000.00;65;1000.00;583;100.00;4880715.00;608870.00;5034015.00;5100000.00;4930000.00;
344;14.3.2001;11;3;1;2;7;7;4;0;0.00;0;0.00;5;10000.00;34;1000.00;422;100.00;5002825.00;496620.00;5129025.00;5300000.00;5070000.00;
345;18.3.2001;11;4;1;5;8;0;9;0;0.00;3;100000.00;7;10000.00;69;1000.00;496;100.00;4825130.00;621810.00;5313730.00;5100000.00;4880000.00;
346;21.3.2001;12;8;1;6;9;5;2;0;0.00;1;100000.00;4;10000.00;46;1000.00;474;100.00;4843570.00;503680.00;5076970.00;5200000.00;4910000.00;
347;25.3.2001;12;2;2;7;9;2;4;0;0.00;0;0.00;8;10000.00;53;1000.00;608;100.00;4962975.00;626410.00;5156775.00;5200000.00;5020000.00;
348;28.3.2001;13;2;8;3;5;1;5;0;0.00;0;0.00;3;10000.00;48;1000.00;420;100.00;5086235.00;486520.00;5086235.00;5400000.00;5150000.00;
349;1.4.2001;13;4;1;8;4;8;3;0;0.00;0;0.00;3;10000.00;65;1000.00;547;100.00;5236710.00;600350.00;5386410.00;5500000.00;5290000.00;
350;4.4.2001;14;0;0;1;3;2;9;0;0.00;0;0.00;7;10000.00;35;1000.00;386;100.00;5322450.00;458680.00;5466050.00;5600000.00;5390000.00;
351;8.4.2001;14;4;8;5;3;8;1;0;0.00;1;100000.00;5;10000.00;51;1000.00;512;100.00;5365565.00;590630.00;5617765.00;5600000.00;5410000.00;
352;11.4.2001;15;1;2;6;6;8;8;0;0.00;0;0.00;3;10000.00;48;1000.00;439;100.00;5501355.00;515380.00;5623255.00;5800000.00;5560000.00;
353;15.4.2001;15;6;1;3;7;1;9;0;0.00;1;100000.00;3;10000.00;46;1000.00;591;100.00;5571495.00;610480.00;5806595.00;5800000.00;5620000.00;
354;18.4.2001;16;3;1;3;0;0;4;0;0.00;1;100000.00;5;10000.00;49;1000.00;455;100.00;5574805.00;495620.00;5819305.00;5900000.00;5640000.00;
355;22.4.2001;16;1;8;3;1;8;6;0;0.00;1;100000.00;6;10000.00;59;1000.00;609;100.00;5618475.00;647140.00;5898375.00;5900000.00;5670000.00;
356;25.4.2001;17;4;3;4;3;4;7;0;0.00;0;0.00;4;10000.00;55;1000.00;483;100.00;5730435.00;510520.00;5873735.00;6100000.00;5800000.00;
357;29.4.2001;17;0;6;8;6;0;3;0;0.00;1;100000.00;3;10000.00;54;1000.00;548;100.00;5796830.00;610390.00;6035630.00;6100000.00;5850000.00;
358;2.5.2001;18;4;6;6;9;2;9;0;0.00;0;0.00;1;10000.00;35;1000.00;425;100.00;5928385.00;438110.00;6015885.00;6300000.00;5990000.00;
359;6.5.2001;18;8;2;1;7;8;0;0;0.00;0;0.00;5;10000.00;46;1000.00;449;100.00;6074460.00;573950.00;6215360.00;6400000.00;6130000.00;
360;9.5.2001;19;2;1;1;2;8;6;0;0.00;0;0.00;6;10000.00;43;1000.00;429;100.00;6158150.00;459180.00;6304050.00;6500000.00;6220000.00;
361;13.5.2001;19;4;5;0;2;4;8;0;0.00;0;0.00;8;10000.00;53;1000.00;591;100.00;6280500.00;628900.00;6472600.00;6500000.00;6330000.00;
362;16.5.2001;20;8;6;3;1;3;9;0;0.00;1;100000.00;5;10000.00;49;1000.00;534;100.00;6282850.00;509500.00;6535250.00;6600000.00;6350000.00;
363;20.5.2001;20;8;7;8;5;8;8;0;0.00;0;0.00;4;10000.00;46;1000.00;575;100.00;6455195.00;631690.00;6598695.00;6700000.00;6510000.00;
364;23.5.2001;21;2;5;7;7;3;9;1;6453855.00;1;100000.00;6;10000.00;53;1000.00;521;100.00;0.00;527520.00;6718955.00;300000.00;200000.00;
365;27.5.2001;21;5;9;1;3;3;1;0;0.00;0;0.00;6;10000.00;46;1000.00;522;100.00;141055.00;598510.00;299255.00;400000.00;200000.00;
366;30.5.2001;22;1;9;6;1;4;2;0;0.00;0;0.00;4;10000.00;42;1000.00;428;100.00;256055.00;479600.00;380855.00;600000.00;320000.00;
367;3.6.2001;22;3;2;1;0;5;7;0;0.00;0;0.00;11;10000.00;45;1000.00;615;100.00;335510.00;591910.00;552010.00;600000.00;390000.00;
368;6.6.2001;23;7;9;8;8;1;2;0;0.00;3;100000.00;5;10000.00;43;1000.00;448;100.00;143505.00;491590.00;581305.00;400000.00;200000.00;
369;10.6.2001;23;9;0;7;7;1;0;0;0.00;0;0.00;5;10000.00;48;1000.00;450;100.00;276505.00;552000.00;419505.00;500000.00;330000.00;
370;13.6.2001;24;9;9;7;7;6;4;0;0.00;0;0.00;3;10000.00;36;1000.00;392;100.00;396165.00;449720.00;501365.00;700000.00;460000.00;
371;17.6.2001;24;7;9;9;9;2;0;0;0.00;0;0.00;4;10000.00;57;1000.00;452;100.00;530745.00;553560.00;672945.00;800000.00;580000.00;
372;20.6.2001;25;4;0;2;4;2;6;0;0.00;0;0.00;5;10000.00;48;1000.00;449;100.00;617610.00;459530.00;760510.00;900000.00;680000.00;
373;24.6.2001;25;3;4;5;1;7;7;0;0.00;1;100000.00;9;10000.00;57;1000.00;545;100.00;594130.00;556040.00;895630.00;800000.00;640000.00;
374;27.6.2001;26;9;0;3;2;4;4;0;0.00;0;0.00;5;10000.00;40;1000.00;348;100.00;680855.00;423050.00;805655.00;900000.00;730000.00;
375;1.7.2001;26;3;7;3;3;2;4;0;0.00;0;0.00;3;10000.00;47;1000.00;486;100.00;812220.00;513930.00;937820.00;1000000.00;860000.00;
376;4.7.2001;27;9;4;8;8;4;0;0;0.00;0;0.00;5;10000.00;25;1000.00;328;100.00;915780.00;422720.00;1023580.00;1200000.00;970000.00;
377;8.7.2001;27;6;1;2;0;8;0;1;937440.00;1;100000.00;5;10000.00;35;1000.00;386;100.00;0.00;490520.00;1161040.00;200000.00;200000.00;
378;11.7.2001;28;3;3;2;6;5;6;0;0.00;0;0.00;3;10000.00;38;1000.00;362;100.00;103240.00;414880.00;207440.00;400000.00;200000.00;
379;15.7.2001;28;8;6;2;2;7;1;0;0.00;0;0.00;2;10000.00;44;1000.00;499;100.00;256850.00;535020.00;267510.00;500000.00;310000.00;
380;18.7.2001;29;5;8;5;6;0;3;0;0.00;0;0.00;6;10000.00;37;1000.00;368;100.00;339515.00;432930.00;473315.00;600000.00;390000.00;
381;22.7.2001;29;2;2;3;8;4;7;0;0.00;0;0.00;2;10000.00;44;1000.00;518;100.00;495135.00;542840.00;610935.00;700000.00;550000.00;
382;25.7.2001;30;4;5;3;5;3;0;0;0.00;0;0.00;4;10000.00;33;1000.00;368;100.00;605260.00;439850.00;715060.00;900000.00;660000.00;
383;29.7.2001;30;5;4;5;7;8;6;0;0.00;0;0.00;7;10000.00;41;1000.00;493;100.00;708955.00;527990.00;869255.00;900000.00;750000.00;
384;1.8.2001;31;1;6;9;2;5;6;0;0.00;0;0.00;2;10000.00;40;1000.00;364;100.00;803205.00;381300.00;899605.00;1100000.00;850000.00;
385;5.8.2001;31;5;5;1;8;5;5;0;0.00;0;0.00;5;10000.00;36;1000.00;407;100.00;908895.00;464780.00;1035595.00;1100000.00;950000.00;
386;8.8.2001;32;2;2;8;4;7;4;0;0.00;2;100000.00;4;10000.00;28;1000.00;346;100.00;795900.00;379210.00;1098500.00;1000000.00;850000.00;
387;12.8.2001;32;3;5;1;7;0;9;0;0.00;0;0.00;6;10000.00;42;1000.00;393;100.00;903845.00;498490.00;1045145.00;1100000.00;950000.00;
388;15.8.2001;33;3;4;9;4;8;1;0;0.00;0;0.00;3;10000.00;32;1000.00;345;100.00;1010765.00;406840.00;1107265.00;1300000.00;1060000.00;
389;19.8.2001;33;7;1;7;5;6;7;0;0.00;1;100000.00;6;10000.00;41;1000.00;487;100.00;1008680.00;495230.00;1258380.00;1200000.00;1050000.00;
390;22.8.2001;34;1;0;1;8;1;7;0;0.00;0;0.00;2;10000.00;38;1000.00;368;100.00;1115840.00;403920.00;1210640.00;1400000.00;1170000.00;
391;26.8.2001;34;1;4;1;2;3;1;0;0.00;0;0.00;5;10000.00;47;1000.00;440;100.00;1226735.00;503790.00;1367735.00;1500000.00;1270000.00;
392;29.8.2001;35;5;9;9;9;2;0;0;0.00;0;0.00;3;10000.00;31;1000.00;303;100.00;1312185.00;353500.00;1403485.00;1600000.00;1370000.00;
393;2.9.2001;35;0;4;3;1;9;3;0;0.00;1;100000.00;4;10000.00;37;1000.00;456;100.00;1333265.00;487360.00;1555865.00;1500000.00;1370000.00;
394;5.9.2001;36;2;3;1;9;8;6;0;0.00;2;100000.00;2;10000.00;39;1000.00;347;100.00;1237560.00;395990.00;1531260.00;1500000.00;1290000.00;
395;9.9.2001;36;4;9;8;3;2;6;0;0.00;2;100000.00;4;10000.00;42;1000.00;488;100.00;1164505.00;515490.00;1495305.00;1400000.00;1210000.00;
396;12.9.2001;37;6;2;0;0;9;3;0;0.00;0;0.00;1;10000.00;40;1000.00;378;100.00;1285685.00;417960.00;1373485.00;1600000.00;1340000.00;
397;16.9.2001;37;5;5;4;0;1;4;0;0.00;0;0.00;5;10000.00;42;1000.00;487;100.00;1402150.00;514330.00;1542850.00;1700000.00;1460000.00;
398;19.9.2001;38;3;7;6;9;0;8;1;1536730.00;0;0.00;1;10000.00;38;1000.00;340;100.00;0.00;433160.00;1618730.00;200000.00;200000.00;
399;23.9.2001;38;6;4;9;6;0;7;0;0.00;0;0.00;4;10000.00;43;1000.00;477;100.00;129720.00;520840.00;260420.00;400000.00;200000.00;
400;26.9.2001;39;6;3;7;5;0;9;0;0.00;0;0.00;1;10000.00;35;1000.00;337;100.00;258420.00;414800.00;337120.00;500000.00;310000.00;
401;30.9.2001;39;2;9;3;6;8;0;0;0.00;1;100000.00;3;10000.00;40;1000.00;369;100.00;303170.00;503300.00;510070.00;500000.00;340000.00;
402;3.10.2001;40;0;9;5;2;4;7;0;0.00;1;100000.00;3;10000.00;51;1000.00;393;100.00;282565.00;399390.00;502865.00;600000.00;340000.00;
403;7.10.2001;40;5;5;9;1;6;8;0;0.00;1;100000.00;4;10000.00;45;1000.00;447;100.00;306310.00;506890.00;536010.00;500000.00;350000.00;
404;10.10.2001;41;2;5;6;2;0;2;0;0.00;0;0.00;3;10000.00;36;1000.00;359;100.00;413520.00;418220.00;515420.00;700000.00;470000.00;
405;14.10.2001;41;3;1;4;2;8;6;0;0.00;1;100000.00;6;10000.00;52;1000.00;473;100.00;424045.00;539650.00;683345.00;600000.00;470000.00;
406;17.10.2001;42;4;4;5;9;7;7;0;0.00;0;0.00;6;10000.00;41;1000.00;420;100.00;500280.00;438470.00;643280.00;800000.00;560000.00;
407;21.10.2001;42;1;6;2;7;7;1;0;0.00;1;100000.00;3;10000.00;48;1000.00;480;100.00;550450.00;552340.00;776450.00;800000.00;600000.00;
408;24.10.2001;43;5;0;2;7;8;1;0;0.00;1;100000.00;4;10000.00;42;1000.00;439;100.00;554150.00;459200.00;780050.00;900000.00;610000.00;
409;28.10.2001;43;9;6;8;4;1;0;0;0.00;1;100000.00;3;10000.00;50;1000.00;479;100.00;605650.00;558800.00;833550.00;900000.00;660000.00;
410;31.10.2001;44;9;6;2;9;5;8;0;0.00;0;0.00;5;10000.00;48;1000.00;432;100.00;694865.00;460830.00;836065.00;1000000.00;750000.00;
411;4.11.2001;44;8;2;3;1;4;7;0;0.00;0;0.00;4;10000.00;61;1000.00;496;100.00;813005.00;537480.00;963605.00;1100000.00;860000.00;
412;7.11.2001;45;9;9;3;8;5;6;0;0.00;0;0.00;3;10000.00;34;1000.00;448;100.00;940100.00;471790.00;1048900.00;1200000.00;1000000.00;
413;11.11.2001;45;9;3;0;8;4;5;0;0.00;0;0.00;5;10000.00;58;1000.00;548;100.00;1090870.00;627140.00;1253670.00;1400000.00;1150000.00;
414;14.11.2001;46;2;8;7;8;8;9;0;0.00;0;0.00;2;10000.00;51;1000.00;512;100.00;1240315.00;543290.00;1362515.00;1600000.00;1310000.00;
415;18.11.2001;46;5;2;9;0;2;9;0;0.00;1;100000.00;7;10000.00;49;1000.00;629;100.00;1295490.00;674150.00;1577390.00;1600000.00;1350000.00;
416;21.11.2001;47;0;4;1;9;9;9;0;0.00;0;0.00;0;0.00;62;1000.00;493;100.00;1482880.00;597380.00;1594180.00;1800000.00;1550000.00;
417;25.11.2001;47;5;6;5;3;0;0;0;0.00;1;100000.00;7;10000.00;63;1000.00;666;100.00;1554840.00;743120.00;1854440.00;1900000.00;1610000.00;
418;28.11.2001;48;2;3;0;2;2;9;0;0.00;0;0.00;10;10000.00;62;1000.00;585;100.00;1650205.00;631730.00;1870705.00;2100000.00;1730000.00;
419;2.12.2001;48;9;8;0;5;3;9;0;0.00;0;0.00;5;10000.00;74;1000.00;705;100.00;1843195.00;774980.00;2037695.00;2200000.00;1910000.00;
420;5.12.2001;49;3;5;2;3;3;0;0;0.00;0;0.00;2;10000.00;52;1000.00;456;100.00;2007570.00;563950.00;2125170.00;2400000.00;2080000.00;
421;9.12.2001;49;0;0;0;7;8;4;0;0.00;1;100000.00;5;10000.00;69;1000.00;660;100.00;2090425.00;735710.00;2375425.00;2400000.00;2150000.00;
422;12.12.2001;50;1;9;2;0;3;0;0;0.00;0;0.00;0;0.00;47;1000.00;512;100.00;2313720.00;642990.00;2411920.00;2700000.00;2390000.00;
423;16.12.2001;50;5;7;0;6;7;9;1;2548590.00;0;0.00;2;10000.00;63;1000.00;667;100.00;0.00;769140.00;2698290.00;300000.00;200000.00;
424;19.12.2001;51;7;7;3;9;9;7;0;0.00;0;0.00;2;10000.00;58;1000.00;570;100.00;189215.00;648430.00;324215.00;600000.00;260000.00;
425;23.12.2001;51;9;3;6;0;7;4;0;0.00;0;0.00;8;10000.00;73;1000.00;737;100.00;369850.00;814670.00;596550.00;800000.00;450000.00;
426;30.12.2001;52;4;5;9;7;5;8;0;0.00;0;0.00;7;10000.00;89;1000.00;797;100.00;566085.00;869870.00;804785.00;900000.00;640000.00;
427;2.1.2002;1;2;8;1;8;0;7;0;0.00;0;0.00;3;10000.00;48;1000.00;446;100.00;681595.00;476220.00;804195.00;1000000.00;740000.00;
428;6.1.2002;53;5;6;4;5;6;1;0;0.00;0;0.00;3;10000.00;59;1000.00;485;100.00;839400.00;590610.00;976900.00;1100000.00;890000.00;
429;9.1.2002;2;5;5;0;8;9;8;0;0.00;0;0.00;3;10000.00;47;1000.00;416;100.00;975700.00;509800.00;1094300.00;1300000.00;1040000.00;
430;13.1.2002;2;0;6;8;5;9;9;0;0.00;0;0.00;5;10000.00;63;1000.00;539;100.00;1121450.00;625300.00;1288350.00;1400000.00;1180000.00;
431;16.1.2002;3;2;6;2;1;5;3;0;0.00;0;0.00;4;10000.00;46;1000.00;495;100.00;1244840.00;517780.00;1380340.00;1600000.00;1310000.00;
432;20.1.2002;3;6;2;5;3;2;4;0;0.00;1;100000.00;5;10000.00;46;1000.00;580;100.00;1302785.00;623890.00;1556785.00;1600000.00;1360000.00;
433;23.1.2002;4;6;1;9;7;5;8;0;0.00;0;0.00;3;10000.00;57;1000.00;517;100.00;1424735.00;521300.00;1563435.00;1800000.00;1490000.00;
434;27.1.2002;4;3;9;6;8;4;3;0;0.00;0;0.00;3;10000.00;47;1000.00;565;100.00;1599885.00;617300.00;1733385.00;1900000.00;1650000.00;
435;30.1.2002;5;2;2;1;0;8;4;0;0.00;0;0.00;4;10000.00;35;1000.00;445;100.00;1728700.00;496630.00;1848200.00;2100000.00;1790000.00;
436;3.2.2002;5;4;6;6;2;6;0;0;0.00;0;0.00;3;10000.00;57;1000.00;475;100.00;1890845.00;593290.00;2025345.00;2100000.00;1940000.00;
437;6.2.2002;6;6;7;5;1;3;5;0;0.00;2;100000.00;3;10000.00;37;1000.00;388;100.00;1828065.00;486040.00;2133865.00;2100000.00;1890000.00;
438;10.2.2002;6;7;1;9;5;1;3;0;0.00;1;100000.00;7;10000.00;60;1000.00;686;100.00;1838260.00;617590.00;2136860.00;2100000.00;1890000.00;
439;13.2.2002;7;4;3;4;9;9;7;0;0.00;0;0.00;4;10000.00;45;1000.00;512;100.00;1965610.00;527100.00;2101810.00;2300000.00;2030000.00;
440;17.2.2002;7;4;8;5;3;6;2;0;0.00;1;100000.00;5;10000.00;66;1000.00;575;100.00;2010820.00;637420.00;2284320.00;2300000.00;2070000.00;
441;20.2.2002;8;4;4;3;8;3;8;0;0.00;0;0.00;3;10000.00;44;1000.00;485;100.00;2165735.00;554830.00;2288235.00;2500000.00;2230000.00;
442;24.2.2002;8;2;6;4;8;8;2;0;0.00;0;0.00;7;10000.00;47;1000.00;648;100.00;2320145.00;672420.00;2501945.00;2800000.00;2560000.00;
443;27.2.2002;9;3;5;8;7;7;0;0;0.00;1;100000.00;7;10000.00;35;1000.00;426;100.00;2327440.00;509790.00;2575040.00;2700000.00;2400000.00;
444;3.3.2002;9;8;4;4;4;7;2;0;0.00;1;100000.00;9;10000.00;56;1000.00;535;100.00;2329765.00;603650.00;2629265.00;2600000.00;2390000.00;
445;6.3.2002;10;9;9;8;6;7;9;0;0.00;0;0.00;2;10000.00;39;1000.00;403;100.00;2460660.00;460390.00;2559960.00;2800000.00;2530000.00;
446;10.3.2002;10;6;6;0;0;6;5;0;0.00;0;0.00;4;10000.00;52;1000.00;535;100.00;2601060.00;571800.00;2746560.00;2900000.00;2650000.00;
447;13.3.2002;11;3;1;5;6;1;6;0;0.00;0;0.00;2;10000.00;47;1000.00;415;100.00;2725885.00;466650.00;2834385.00;3000000.00;2790000.00;
448;17.3.2002;11;8;1;5;4;4;6;0;0.00;1;100000.00;4;10000.00;52;1000.00;485;100.00;2770780.00;570790.00;3011280.00;3000000.00;2820000.00;
449;20.3.2002;12;7;0;4;9;6;5;0;0.00;1;100000.00;4;10000.00;50;1000.00;429;100.00;2772995.00;470230.00;3005895.00;3100000.00;2830000.00;
450;24.3.2002;12;7;1;6;4;6;2;0;0.00;0;0.00;3;10000.00;48;1000.00;502;100.00;2931380.00;573170.00;3059580.00;3200000.00;2980000.00;
451;27.3.2002;13;4;6;7;1;1;6;0;0.00;0;0.00;4;10000.00;48;1000.00;437;100.00;3035950.00;472540.00;3167650.00;3300000.00;3100000.00;
452;31.3.2002;13;0;9;8;5;8;1;0;0.00;1;100000.00;6;10000.00;42;1000.00;470;100.00;3049630.00;525360.00;3298630.00;3300000.00;3090000.00;
453;3.4.2002;14;4;7;4;8;2;4;0;0.00;0;0.00;4;10000.00;32;1000.00;426;100.00;3140370.00;410680.00;3254970.00;3400000.00;3200000.00;
454;7.4.2002;14;7;9;8;2;4;4;0;0.00;1;100000.00;4;10000.00;42;1000.00;455;100.00;3185535.00;545330.00;3413035.00;3400000.00;3230000.00;
455;10.4.2002;15;3;3;0;7;9;8;0;0.00;1;100000.00;4;10000.00;33;1000.00;416;100.00;3202760.00;463650.00;3417360.00;3500000.00;3260000.00;
456;14.4.2002;15;9;3;5;0;0;3;0;0.00;0;0.00;4;10000.00;53;1000.00;499;100.00;3356590.00;593460.00;3499490.00;3600000.00;3410000.00;
457;17.4.2002;16;1;0;3;0;9;0;0;0.00;2;100000.00;3;10000.00;40;1000.00;410;100.00;3285200.00;479220.00;3596200.00;3600000.00;3350000.00;
458;21.4.2002;16;1;7;0;8;7;8;0;0.00;0;0.00;3;10000.00;49;1000.00;535;100.00;3447630.00;589860.00;3580130.00;3700000.00;3500000.00;
459;24.4.2002;17;5;2;1;4;2;7;0;0.00;0;0.00;4;10000.00;61;1000.00;466;100.00;3536950.00;473840.00;3684550.00;3800000.00;3600000.00;
460;28.4.2002;17;7;5;8;9;1;2;0;0.00;1;100000.00;3;10000.00;52;1000.00;503;100.00;3588700.00;568100.00;3821000.00;3800000.00;3630000.00;
461;1.5.2002;18;4;0;8;8;3;9;0;0.00;1;100000.00;6;10000.00;49;1000.00;392;100.00;3541260.00;401520.00;3789460.00;3800000.00;3600000.00;
462;5.5.2002;18;4;9;7;6;7;6;1;3582765.00;1;100000.00;3;10000.00;48;1000.00;478;100.00;0.00;534610.00;3808565.00;200000.00;200000.00;
463;8.5.2002;19;1;1;5;3;9;9;0;0.00;0;0.00;4;10000.00;34;1000.00;359;100.00;84330.00;388460.00;194230.00;400000.00;200000.00;
464;12.5.2002;19;0;7;7;9;0;6;0;0.00;1;100000.00;3;10000.00;39;1000.00;449;100.00;135635.00;530410.00;349535.00;400000.00;200000.00;
465;15.5.2002;20;7;1;6;7;3;8;0;0.00;1;100000.00;3;10000.00;38;1000.00;414;100.00;146775.00;441080.00;356175.00;400000.00;210000.00;
466;19.5.2002;20;1;8;7;8;2;9;0;0.00;0;0.00;2;10000.00;48;1000.00;519;100.00;297995.00;542240.00;417895.00;500000.00;340000.00;
467;22.5.2002;21;2;9;7;6;9;5;1;406775.00;0;0.00;4;10000.00;42;1000.00;399;100.00;0.00;461360.00;528675.00;300000.00;200000.00;
468;26.5.2002;21;8;8;8;3;4;9;0;0.00;0;0.00;3;10000.00;56;1000.00;491;100.00;136390.00;542980.00;271490.00;400000.00;200000.00;
469;29.5.2002;22;8;1;4;0;1;4;0;0.00;1;100000.00;3;10000.00;49;1000.00;394;100.00;136370.00;436760.00;354770.00;400000.00;200000.00;
470;2.6.2002;22;8;4;0;7;4;9;0;0.00;0;0.00;2;10000.00;52;1000.00;473;100.00;278560.00;522980.00;397860.00;500000.00;330000.00;
471;5.6.2002;23;8;2;1;3;9;5;0;0.00;1;100000.00;4;10000.00;35;1000.00;367;100.00;281250.00;428780.00;492950.00;600000.00;340000.00;
472;9.6.2002;23;1;6;7;1;3;9;0;0.00;0;0.00;6;10000.00;51;1000.00;536;100.00;387595.00;541890.00;552195.00;600000.00;440000.00;
473;12.6.2002;24;1;3;2;9;0;3;0;0.00;0;0.00;5;10000.00;33;1000.00;380;100.00;498510.00;463830.00;619510.00;800000.00;560000.00;
474;16.6.2002;24;8;1;0;1;5;9;0;0.00;1;100000.00;7;10000.00;47;1000.00;504;100.00;511850.00;561480.00;779250.00;800000.00;560000.00;
475;19.6.2002;25;8;6;0;4;8;6;0;0.00;1;100000.00;5;10000.00;47;1000.00;429;100.00;504480.00;465060.00;744380.00;800000.00;560000.00;
476;23.6.2002;25;2;5;2;5;4;0;0;0.00;0;0.00;2;10000.00;37;1000.00;452;100.00;668720.00;532880.00;770920.00;900000.00;720000.00;
477;26.6.2002;26;9;0;3;1;0;1;0;0.00;0;0.00;1;10000.00;34;1000.00;406;100.00;801780.00;435320.00;886380.00;1100000.00;850000.00;
478;30.6.2002;26;4;8;6;8;5;8;0;0.00;0;0.00;7;10000.00;59;1000.00;502;100.00;884585.00;524010.00;1063785.00;1100000.00;930000.00;
479;3.7.2002;27;1;5;1;7;3;7;0;0.00;0;0.00;4;10000.00;44;1000.00;423;100.00;967885.00;419200.00;1094185.00;1300000.00;1030000.00;
480;7.7.2002;27;4;5;2;7;5;2;0;0.00;1;100000.00;6;10000.00;53;1000.00;459;100.00;956875.00;495780.00;1215775.00;1200000.00;1010000.00;
481;10.7.2002;28;9;6;5;9;2;8;0;0.00;0;0.00;5;10000.00;34;1000.00;410;100.00;1064375.00;465000.00;1189375.00;1400000.00;1120000.00;
482;14.7.2002;28;5;0;5;3;3;9;0;0.00;1;100000.00;5;10000.00;57;1000.00;514;100.00;1101440.00;590930.00;1359840.00;1400000.00;1150000.00;
483;17.7.2002;29;3;7;4;7;5;9;0;0.00;2;100000.00;3;10000.00;59;1000.00;434;100.00;1020590.00;503100.00;1352990.00;1300000.00;1080000.00;
484;21.7.2002;29;0;8;1;3;7;1;0;0.00;1;100000.00;5;10000.00;55;1000.00;508;100.00;1078590.00;627600.00;1334390.00;1400000.00;1130000.00;
485;24.7.2002;30;5;1;7;4;6;6;0;0.00;0;0.00;4;10000.00;45;1000.00;468;100.00;1210420.00;527260.00;1342220.00;1500000.00;1280000.00;
486;28.7.2002;30;4;2;9;7;8;8;0;0.00;1;100000.00;7;10000.00;56;1000.00;560;100.00;1243065.00;629290.00;1525065.00;1500000.00;1300000.00;
487;31.7.2002;31;2;8;1;9;9;3;0;0.00;0;0.00;4;10000.00;50;1000.00;429;100.00;1351375.00;482420.00;1484275.00;1700000.00;1420000.00;
488;4.8.2002;31;1;9;8;9;4;2;0;0.00;1;100000.00;4;10000.00;45;1000.00;485;100.00;1408795.00;581840.00;1642295.00;1700000.00;1460000.00;
489;7.8.2002;32;2;6;6;0;7;4;0;0.00;0;0.00;2;10000.00;40;1000.00;457;100.00;1547400.00;488610.00;1653100.00;1800000.00;1610000.00;
490;11.8.2002;32;3;3;6;2;7;3;0;0.00;0;0.00;6;10000.00;62;1000.00;531;100.00;1678805.00;613010.00;1853905.00;1900000.00;1730000.00;
491;14.8.2002;33;2;8;9;1;6;6;0;0.00;1;100000.00;7;10000.00;46;1000.00;464;100.00;1677740.00;522670.00;1940140.00;2000000.00;1740000.00;
492;18.8.2002;33;2;9;4;4;3;1;0;0.00;0;0.00;9;10000.00;63;1000.00;536;100.00;1780430.00;618580.00;1987030.00;2100000.00;1840000.00;
493;21.8.2002;34;2;5;0;4;3;9;0;0.00;1;100000.00;5;10000.00;41;1000.00;490;100.00;1799740.00;518620.00;2039740.00;2100000.00;1860000.00;
494;25.8.2002;34;4;8;3;4;8;8;0;0.00;2;100000.00;4;10000.00;52;1000.00;587;100.00;1760340.00;622600.00;2111040.00;2000000.00;1820000.00;
495;28.8.2002;35;4;8;6;4;8;2;0;0.00;0;0.00;4;10000.00;52;1000.00;481;100.00;1877070.00;513660.00;2017170.00;2200000.00;1940000.00;
496;1.9.2002;35;7;6;9;3;0;1;0;0.00;1;100000.00;6;10000.00;61;1000.00;483;100.00;1898650.00;581760.00;2167950.00;2200000.00;1950000.00;
497;4.9.2002;36;1;7;4;5;9;3;0;0.00;1;100000.00;4;10000.00;42;1000.00;464;100.00;1923335.00;506170.00;2151735.00;2200000.00;1980000.00;
498;8.9.2002;36;4;3;0;9;1;5;0;0.00;1;100000.00;8;10000.00;59;1000.00;586;100.00;1936550.00;621630.00;2234150.00;2200000.00;1990000.00;
499;11.9.2002;37;2;4;6;9;0;9;0;0.00;0;0.00;6;10000.00;44;1000.00;514;100.00;2047290.00;532280.00;2202690.00;2400000.00;2110000.00;
500;15.9.2002;37;1;0;7;1;0;0;1;2098960.00;1;100000.00;6;10000.00;67;1000.00;587;100.00;0.00;674740.00;2384660.00;300000.00;200000.00;
