ID;Datum;Tyzden;C_1;C_2;C_3;C_4;C_5;C_6;P_1;P_2;P_3;P_4;P_5;P_6;P_7;P_8;P_9;P_10;P_11;P_12;JACKPOT;VKLAD;NA_VYHRY
1459;20.9.2018;38;8;6;9;6;9;4;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;99;2,50000;960;0,50000;7564,40000;3113,10000;8471,90000
1460;21.9.2018;38;0;8;1;3;8;7;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;88;2,50000;943;0,50000;7861,55000;3117,30000;9123,05000
1461;22.9.2018;38;1;3;7;1;8;2;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;86;2,50000;863;0,50000;8448,20000;2886,30000;9304,70000
1462;23.9.2018;38;7;4;5;4;4;9;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;83;2,50000;813;0,50000;8744,55000;2720,70000;9808,55000
1463;24.9.2018;39;3;2;3;0;3;9;0;0,00000;0;1200,00000;1;150,00000;15;30,00000;92;2,50000;906;0,50000;8934,55000;2946,00000;10217,55000
1464;25.9.2018;39;3;4;5;8;9;3;0;0,00000;0;1200,00000;1;150,00000;4;30,00000;78;2,50000;919;0,50000;9455,45000;2890,80000;10379,95000
1465;26.9.2018;39;4;1;9;5;2;1;0;0,00000;1;1200,00000;2;150,00000;9;30,00000;85;2,50000;877;0,50000;8454,50000;2840,10000;10875,50000
1466;27.9.2018;39;2;5;3;6;5;3;0;0,00000;0;1200,00000;3;150,00000;4;30,00000;80;2,50000;895;0,50000;8726,95000;2979,90000;9944,45000
1467;28.9.2018;39;9;6;9;0;6;1;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;89;2,50000;893;0,50000;9173,95000;3012,00000;10232,95000
1468;29.9.2018;39;3;3;7;5;2;9;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;82;2,50000;842;0,50000;9768,80000;2741,70000;10544,80000
1469;30.9.2018;39;6;6;3;4;9;1;0;0,00000;1;1200,00000;1;150,00000;6;30,00000;63;2,50000;775;0,50000;9010,95000;2634,30000;11085,95000
1470;1.10.2018;40;0;8;7;5;8;0;0;0,00000;0;1200,00000;2;150,00000;3;30,00000;83;2,50000;843;0,50000;9403,90000;2823,90000;10422,90000
1471;2.10.2018;40;7;3;0;9;3;5;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;92;2,50000;864;0,50000;9856,55000;2769,30000;10788,55000
1472;3.10.2018;40;6;2;0;4;0;7;0;0,00000;1;1200,00000;1;150,00000;14;30,00000;73;2,50000;886;0,50000;8864,30000;2806,50000;11259,80000
1473;4.10.2018;40;4;9;6;2;3;1;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;90;2,50000;946;0,50000;9326,10000;2979,60000;10354,10000
1474;5.10.2018;40;3;3;1;6;8;8;0;0,00000;1;1200,00000;3;150,00000;8;30,00000;113;2,50000;890;0,50000;8220,75000;3024,30000;10838,25000
1475;6.10.2018;40;8;4;6;2;9;1;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;76;2,50000;851;0,50000;8616,10000;2741,70000;9591,60000
1476;7.10.2018;40;3;9;4;7;1;7;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;86;2,50000;781;0,50000;8785,65000;2630,10000;9931,15000
1477;8.10.2018;41;6;9;2;6;9;1;0;0,00000;1;1200,00000;2;150,00000;7;30,00000;89;2,50000;918;0,50000;7832,35000;2876,40000;10223,85000
1478;9.10.2018;41;6;4;0;4;7;2;0;0,00000;1;1200,00000;0;150,00000;7;30,00000;81;2,50000;808;0,50000;7219,85000;2808,00000;9236,35000
1479;10.10.2018;41;4;2;1;4;3;9;0;0,00000;1;1200,00000;1;150,00000;8;30,00000;74;2,50000;870;0,50000;6455,40000;2891,10000;8665,40000
1480;11.10.2018;41;8;8;4;4;9;8;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;94;2,50000;906;0,50000;6970,70000;3066,60000;7988,70000
1481;12.10.2018;41;1;2;2;0;0;4;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;100;2,50000;918;0,50000;7435,00000;3186,60000;8564,00000
1482;13.10.2018;41;6;7;9;2;5;4;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;99;2,50000;871;0,50000;7848,65000;2853,30000;8861,65000
1483;14.10.2018;41;4;2;3;4;5;5;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;87;2,50000;808;0,50000;8139,60000;2724,90000;9211,10000
1484;15.10.2018;42;2;5;4;1;2;1;0;0,00000;1;1200,00000;1;150,00000;9;30,00000;109;2,50000;926;0,50000;7295,50000;3022,80000;9651,00000
1485;16.10.2018;42;2;1;2;7;5;7;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;89;2,50000;901;0,50000;7781,85000;2978,70000;8784,85000
1486;17.10.2018;42;7;8;8;9;5;1;0;0,00000;0;1200,00000;1;150,00000;2;30,00000;89;2,50000;926;0,50000;8370,75000;2968,80000;9266,25000
1487;18.10.2018;42;5;7;9;8;1;2;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;97;2,50000;952;0,50000;8768,70000;3192,90000;9967,20000
1488;19.10.2018;42;9;1;6;9;6;8;0;0,00000;0;1200,00000;0;150,00000;13;30,00000;89;2,50000;1005;0,50000;9249,55000;3191,70000;10364,55000
1489;20.10.2018;42;3;7;7;3;7;2;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;82;2,50000;867;0,50000;9551,55000;2901,00000;10700,05000
1490;21.10.2018;42;6;8;5;3;8;2;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;79;2,50000;802;0,50000;9974,40000;2762,70000;10932,90000
1491;22.10.2018;43;3;7;3;2;4;1;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;101;2,50000;857;0,50000;10471,65000;2956,50000;11452,65000
1492;23.10.2018;43;2;0;4;0;5;3;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;77;2,50000;917;0,50000;10652,40000;2923,50000;11933,40000
1493;24.10.2018;43;5;4;6;1;8;5;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;84;2,50000;895;0,50000;10947,40000;2865,00000;12084,90000
1494;25.10.2018;43;3;8;0;8;4;3;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;85;2,50000;930;0,50000;11139,90000;3000,00000;12447,40000
1495;26.10.2018;43;2;4;7;3;6;3;0;0,00000;0;1200,00000;2;150,00000;8;30,00000;87;2,50000;878;0,50000;11475,20000;3063,60000;12671,70000
1496;27.10.2018;43;1;7;7;1;2;2;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;86;2,50000;823;0,50000;11716,15000;2754,90000;12852,65000
1497;28.10.2018;43;3;9;7;1;3;9;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;75;2,50000;750;0,50000;11965,90000;2644,50000;13038,40000
1498;29.10.2018;44;8;2;8;7;4;3;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;83;2,50000;887;0,50000;12433,90000;2958,00000;13444,90000
1499;30.10.2018;44;7;9;4;2;2;5;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;70;2,50000;740;0,50000;12566,30000;2314,80000;13591,30000
1500;31.10.2018;44;3;6;2;5;5;6;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;81;2,50000;840;0,50000;12748,10000;2868,60000;14000,60000
1501;1.11.2018;44;9;7;2;2;4;8;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;70;2,50000;643;0,50000;12986,30000;2069,40000;13782,80000
1502;2.11.2018;44;2;3;9;3;3;7;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;102;2,50000;923;0,50000;13334,35000;2969,10000;14470,85000
1503;3.11.2018;44;1;2;8;1;7;4;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;75;2,50000;823;0,50000;13745,45000;2740,20000;14704,45000
1504;4.11.2018;44;4;5;1;1;9;0;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;90;2,50000;763;0,50000;13948,50000;2639,10000;15065,00000
1505;5.11.2018;45;5;4;7;2;8;8;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;89;2,50000;845;0,50000;14220,30000;2853,60000;15375,30000
1506;6.11.2018;45;3;7;8;4;5;9;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;74;2,50000;840;0,50000;14584,00000;2897,40000;15669,00000
1507;7.11.2018;45;9;0;7;0;9;7;0;0,00000;1;1200,00000;1;150,00000;9;30,00000;94;2,50000;809;0,50000;13766,60000;2884,20000;16026,10000
1508;8.11.2018;45;8;7;0;0;3;1;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;95;2,50000;918;0,50000;14066,10000;3072,00000;15302,60000
1509;9.11.2018;45;4;0;3;0;5;7;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;78;2,50000;981;0,50000;14549,85000;3178,50000;15655,35000
1510;10.11.2018;45;5;7;5;7;0;1;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;71;2,50000;864;0,50000;15197,05000;2873,40000;15986,55000
1511;11.11.2018;45;4;5;5;5;3;4;0;0,00000;1;1200,00000;1;150,00000;6;30,00000;76;2,50000;801;0,50000;14440,35000;2727,60000;16560,85000
1512;12.11.2018;46;9;4;7;1;1;6;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;86;2,50000;941;0,50000;14880,00000;2970,30000;15925,50000
1513;13.11.2018;46;7;2;6;7;9;3;0;0,00000;0;1200,00000;3;150,00000;6;30,00000;117;2,50000;869;0,50000;15010,55000;2975,10000;16367,55000
1514;14.11.2018;46;4;4;0;7;5;9;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;79;2,50000;873;0,50000;15195,70000;3018,30000;16519,70000
1515;15.11.2018;46;9;5;9;7;9;4;0;0,00000;0;1200,00000;0;150,00000;14;30,00000;85;2,50000;970;0,50000;15701,50000;3246,60000;16819,00000
1516;16.11.2018;46;3;5;5;8;1;5;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;92;2,50000;1053;0,50000;16195,85000;3401,70000;17402,35000
1517;17.11.2018;46;9;0;1;4;5;0;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;69;2,50000;726;0,50000;16537,70000;2414,70000;17403,20000
1518;18.11.2018;46;7;8;5;7;9;2;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;89;2,50000;832;0,50000;16969,60000;2800,80000;17938,10000
1519;19.11.2018;47;6;5;5;3;2;2;0;0,00000;0;1200,00000;1;150,00000;4;30,00000;91;2,50000;972;0,50000;17547,15000;3122,10000;18530,65000
1520;20.11.2018;47;7;5;7;1;9;8;0;0,00000;0;1200,00000;1;150,00000;14;30,00000;83;2,50000;886;0,50000;17862,05000;3070,80000;19082,55000
1521;21.11.2018;47;8;7;7;0;0;1;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;93;2,50000;945;0,50000;18302,75000;3071,40000;19397,75000
1522;22.11.2018;47;3;5;9;4;6;9;0;0,00000;1;1200,00000;0;150,00000;4;30,00000;98;2,50000;937;0,50000;17882,35000;3226,20000;19915,85000
1523;23.11.2018;47;1;8;8;9;9;0;0;0,00000;0;1200,00000;0;150,00000;5;30,00000;84;2,50000;952;0,50000;18679,70000;3266,70000;19515,70000
1524;24.11.2018;47;3;2;9;6;4;1;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;82;2,50000;859;0,50000;19124,15000;2877,90000;20118,65000
1525;25.11.2018;47;3;0;3;3;4;5;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;83;2,50000;826;0,50000;19517,95000;2748,60000;20498,45000
1526;26.11.2018;48;6;6;4;3;1;6;0;0,00000;1;1200,00000;0;150,00000;15;30,00000;91;2,50000;989;0,50000;18639,95000;2988,00000;21011,95000
1527;27.11.2018;48;1;3;0;8;9;1;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;87;2,50000;866;0,50000;18932,05000;2905,20000;20092,55000
1528;28.11.2018;48;7;7;4;4;1;8;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;93;2,50000;840;0,50000;19273,60000;2888,10000;20376,10000
1529;29.11.2018;48;4;3;7;5;5;1;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;87;2,50000;871;0,50000;19907,15000;3053,10000;20800,15000
1530;30.11.2018;48;8;7;2;7;6;9;0;0,00000;0;1200,00000;2;150,00000;12;30,00000;75;2,50000;919;0,50000;20155,05000;3109,80000;21462,05000
1531;1.12.2018;48;6;7;8;0;6;0;0;0,00000;0;1200,00000;2;150,00000;9;30,00000;88;2,50000;801;0,50000;20344,70000;2760,30000;21535,20000
1532;2.12.2018;48;1;6;4;8;7;1;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;78;2,50000;767;0,50000;20856,25000;2600,10000;21644,75000
1533;3.12.2018;49;8;7;6;0;3;8;0;0,00000;0;1200,00000;2;150,00000;4;30,00000;84;2,50000;815;0,50000;21270,60000;2903,70000;22308,10000
1534;4.12.2018;49;6;6;0;8;9;2;0;0,00000;0;1200,00000;1;150,00000;17;30,00000;89;2,50000;836;0,50000;21403,80000;2867,40000;22704,30000
1535;5.12.2018;49;9;7;8;3;7;9;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;62;2,50000;828;0,50000;21889,60000;2889,60000;22848,60000
1536;6.12.2018;49;8;5;5;2;7;8;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;109;2,50000;909;0,50000;22231,95000;3158,70000;23468,95000
1537;7.12.2018;49;2;6;7;2;5;6;0;0,00000;1;1200,00000;2;150,00000;15;30,00000;83;2,50000;1034;0,50000;21168,00000;3221,10000;23842,50000
1538;8.12.2018;49;3;9;0;1;1;5;0;0,00000;1;1200,00000;0;150,00000;8;30,00000;93;2,50000;844;0,50000;20529,10000;2911,20000;22623,60000
1539;9.12.2018;49;3;5;3;0;8;4;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;80;2,50000;828;0,50000;20964,05000;2817,90000;21938,05000
1540;10.12.2018;50;9;2;9;0;1;7;0;0,00000;0;1200,00000;0;150,00000;15;30,00000;105;2,50000;931;0,50000;21341,40000;3110,70000;22519,40000
1541;11.12.2018;50;4;1;9;9;1;3;0;0,00000;1;1200,00000;1;150,00000;12;30,00000;85;2,50000;876;0,50000;20498,00000;3034,20000;22858,50000
1542;12.12.2018;50;2;7;6;9;6;0;0;0,00000;2;1200,00000;1;150,00000;12;30,00000;90;2,50000;922;0,50000;18457,95000;3111,90000;22053,95000
1543;13.12.2018;50;6;1;0;5;7;3;0;0,00000;0;1200,00000;2;150,00000;10;30,00000;83;2,50000;980;0,50000;18786,90000;3252,90000;20084,40000
1544;14.12.2018;50;3;2;6;5;1;9;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;114;2,50000;1009;0,50000;19289,80000;3484,80000;20529,30000
1545;15.12.2018;50;8;1;1;1;8;9;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;91;2,50000;910;0,50000;19990,00000;3125,40000;20852,50000
1546;16.12.2018;50;7;1;2;2;7;6;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;88;2,50000;918;0,50000;20311,20000;2960,40000;21470,20000
1547;17.12.2018;51;1;4;9;8;3;3;0;0,00000;1;1200,00000;1;150,00000;9;30,00000;110;2,50000;993;0,50000;19543,75000;3248,10000;21935,25000
1548;18.12.2018;51;7;4;5;9;7;6;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;95;2,50000;915;0,50000;19938,50000;3199,50000;21143,50000
1549;19.12.2018;51;2;1;7;9;4;2;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;99;2,50000;974;0,50000;20553,55000;3239,10000;21558,05000
1550;20.12.2018;51;2;8;1;0;1;8;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;140;2,50000;1065;0,50000;21062,30000;3442,50000;22274,80000
1551;21.12.2018;51;6;9;2;1;0;0;0;0,00000;0;1200,00000;1;150,00000;5;30,00000;102;2,50000;1052;0,50000;21757,90000;3553,20000;22838,90000
1552;22.12.2018;51;8;0;7;8;2;9;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;93;2,50000;963;0,50000;22409,50000;3211,20000;23363,50000
1553;23.12.2018;51;0;7;8;2;1;5;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;89;2,50000;929;0,50000;22917,10000;3169,20000;23994,10000
1554;26.12.2018;52;5;8;2;0;8;8;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;73;2,50000;667;0,50000;23016,55000;2130,90000;23982,55000
1555;27.12.2018;52;5;7;1;5;2;6;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;95;2,50000;1036;0,50000;23569,20000;3396,30000;24714,70000
1556;28.12.2018;52;9;4;4;1;6;7;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;97;2,50000;1086;0,50000;24246,95000;3586,50000;25362,45000
1557;29.12.2018;52;0;8;9;8;3;2;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;91;2,50000;931;0,50000;24805,70000;3223,50000;25858,70000
1558;30.12.2018;52;4;3;4;9;0;2;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;80;2,50000;888;0,50000;25215,45000;3067,50000;26339,45000
1559;31.12.2018;1;5;6;1;7;8;4;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;119;2,50000;1004;0,50000;25794,15000;3296,40000;26863,65000
1560;2.1.2019;1;4;0;5;4;7;3;0;0,00000;0;1200,00000;0;150,00000;15;30,00000;106;2,50000;1000;0,50000;26206,95000;3255,60000;27421,95000
1561;3.1.2019;1;4;1;7;6;8;0;0;0,00000;1;1200,00000;1;150,00000;11;30,00000;103;2,50000;974;0,50000;25433,05000;3301,20000;27857,55000
1562;4.1.2019;1;9;0;6;5;2;3;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;100;2,50000;1072;0,50000;25980,55000;3387,00000;27126,55000
1563;5.1.2019;1;4;2;4;2;2;3;0;0,00000;1;1200,00000;3;150,00000;14;30,00000;78;2,50000;985;0,50000;24741,65000;3037,20000;27499,15000
1564;6.1.2019;1;1;0;0;7;0;9;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;74;2,50000;717;0,50000;25191,90000;2347,50000;25915,40000
1565;7.1.2019;2;5;9;6;4;5;9;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;91;2,50000;933;0,50000;25802,15000;3088,50000;26736,15000
1566;8.1.2019;2;6;6;3;3;1;2;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;94;2,50000;926;0,50000;26065,95000;2943,60000;27273,95000
1567;9.1.2019;2;3;5;9;5;7;7;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;80;2,50000;906;0,50000;26532,70000;3019,50000;27575,70000
1568;10.1.2019;2;9;6;8;6;7;3;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;111;2,50000;1007;0,50000;26984,55000;3305,70000;28185,55000
1569;11.1.2019;2;0;8;5;2;2;1;0;0,00000;0;1200,00000;3;150,00000;12;30,00000;94;2,50000;1025;0,50000;27113,35000;3372,60000;28670,85000
1570;12.1.2019;2;3;2;5;1;8;3;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;106;2,50000;936;0,50000;27599,70000;3098,70000;28662,70000
1571;13.1.2019;2;2;7;6;4;2;8;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;82;2,50000;896;0,50000;28149,55000;2885,70000;29042,55000
1572;14.1.2019;3;4;2;6;3;2;7;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;109;2,50000;968;0,50000;28726,10000;3206,10000;29752,60000
1573;15.1.2019;3;8;0;8;8;0;3;0;0,00000;0;1200,00000;3;150,00000;3;30,00000;103;2,50000;943;0,50000;29022,80000;3131,40000;30291,80000
1574;16.1.2019;3;2;2;3;5;3;0;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;96;2,50000;977;0,50000;29399,20000;3169,80000;30607,70000
1575;17.1.2019;3;0;2;4;9;1;0;0;0,00000;0;1200,00000;3;150,00000;11;30,00000;92;2,50000;1046;0,50000;29599,30000;3466,20000;31132,30000
1576;18.1.2019;3;8;3;2;6;5;4;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;106;2,50000;1123;0,50000;30288,25000;3510,90000;31354,75000
1577;19.1.2019;3;5;0;7;3;6;5;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;94;2,50000;1009;0,50000;30688,75000;3240,00000;31908,25000
1578;20.1.2019;3;6;5;0;2;6;5;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;80;2,50000;932;0,50000;31189,45000;2993,40000;32185,45000
1579;21.1.2019;4;3;5;0;3;4;5;0;0,00000;0;1200,00000;2;150,00000;17;30,00000;110;2,50000;980;0,50000;31242,70000;3256,50000;32817,70000
1580;22.1.2019;4;0;3;5;2;5;1;0;0,00000;0;1200,00000;2;150,00000;12;30,00000;86;2,50000;900;0,50000;31519,70000;3204,00000;32844,70000
1581;23.1.2019;4;2;3;3;6;7;7;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;90;2,50000;973;0,50000;32104,35000;3132,30000;33085,85000
1582;24.1.2019;4;5;5;7;0;9;1;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;106;2,50000;990;0,50000;32398,25000;3367,80000;33788,25000
1583;25.1.2019;4;9;0;6;6;0;0;0;0,00000;0;1200,00000;0;150,00000;4;30,00000;86;2,50000;1027;0,50000;33238,45000;3377,40000;34086,95000
1584;26.1.2019;4;4;2;7;0;7;5;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;106;2,50000;871;0,50000;33566,80000;3077,70000;34777,30000
1585;27.1.2019;4;4;7;8;9;3;9;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;70;2,50000;859;0,50000;34129,45000;2874,30000;35003,95000
1586;28.1.2019;5;9;2;6;2;5;6;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;104;2,50000;960;0,50000;34251,95000;2985,00000;35621,95000
1587;29.1.2019;5;9;0;1;2;2;6;0;0,00000;0;1200,00000;0;150,00000;7;30,00000;100;2,50000;936;0,50000;34816,75000;2985,60000;35744,75000
1588;30.1.2019;5;3;8;7;8;2;0;0;0,00000;0;1200,00000;1;150,00000;11;30,00000;84;2,50000;863;0,50000;35236,95000;3083,40000;36358,45000
1589;31.1.2019;5;6;0;7;1;4;3;0;0,00000;0;1200,00000;1;150,00000;12;30,00000;108;2,50000;980;0,50000;35571,80000;3209,70000;36841,80000
1590;1.2.2019;5;2;4;0;8;7;2;0;0,00000;0;1200,00000;1;150,00000;9;30,00000;96;2,50000;995;0,50000;36057,70000;3286,80000;37215,20000
1591;2.2.2019;5;6;5;5;4;2;1;0;0,00000;0;1200,00000;1;150,00000;16;30,00000;104;2,50000;966;0,50000;36177,05000;2984,70000;37550,05000
1592;3.2.2019;5;2;1;8;1;5;8;0;0,00000;0;1200,00000;0;150,00000;3;30,00000;90;2,50000;813;0,50000;36822,95000;2734,80000;37544,45000
1593;4.2.2019;6;5;2;7;2;8;2;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;96;2,50000;971;0,50000;37091,50000;3068,10000;38357,00000
1594;5.2.2019;6;8;3;1;5;5;9;0;0,00000;0;1200,00000;2;150,00000;5;30,00000;81;2,50000;854;0,50000;37531,65000;3039,30000;38611,15000
1595;6.2.2019;6;7;0;4;4;0;8;0;0,00000;0;1200,00000;3;150,00000;6;30,00000;89;2,50000;897;0,50000;37730,95000;3000,60000;39031,95000
1596;7.2.2019;6;4;3;9;3;9;9;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;113;2,50000;922;0,50000;38227,20000;3199,50000;39330,70000
1597;8.2.2019;6;3;2;6;5;6;1;0;0,00000;0;1200,00000;0;150,00000;8;30,00000;103;2,50000;1000;0,50000;38931,75000;3404,10000;39929,25000
1598;9.2.2019;6;0;1;8;7;7;8;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;101;2,50000;922;0,50000;39408,20000;3039,90000;40451,70000
1599;10.2.2019;6;5;1;2;8;7;9;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;73;2,50000;826;0,50000;39842,75000;2840,10000;40828,25000
1600;11.2.2019;7;1;6;8;9;9;3;0;0,00000;0;1200,00000;0;150,00000;11;30,00000;95;2,50000;974;0,50000;40360,40000;3144,30000;41414,90000
1601;12.2.2019;7;1;2;0;9;7;5;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;94;2,50000;942;0,50000;40584,85000;3120,90000;41920,85000
1602;13.2.2019;7;9;2;2;4;7;9;0;0,00000;0;1200,00000;1;150,00000;10;30,00000;104;2,50000;943;0,50000;40974,45000;3142,20000;42155,95000
1603;14.2.2019;7;4;1;1;7;4;4;0;0,00000;0;1200,00000;1;150,00000;13;30,00000;102;2,50000;1040;0,50000;41365,10000;3411,30000;42680,10000
1604;15.2.2019;7;5;4;3;0;2;7;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;88;2,50000;1028;0,50000;42007,95000;3473,70000;43101,95000
1605;16.2.2019;7;5;6;7;3;4;1;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;108;2,50000;970;0,50000;42121,60000;3117,30000;43566,60000
1606;17.2.2019;7;1;5;6;0;7;4;0;0,00000;0;1200,00000;1;150,00000;8;30,00000;77;2,50000;877;0,50000;42574,50000;2947,80000;43595,50000
1607;18.2.2019;8;5;2;2;0;4;0;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;104;2,50000;1006;0,50000;43126,40000;3289,80000;44219,40000
1608;19.2.2019;8;1;6;9;4;9;2;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;94;2,50000;1008;0,50000;43740,10000;3245,40000;44749,10000
1609;20.2.2019;8;1;8;4;4;2;4;0;0,00000;0;1200,00000;0;150,00000;12;30,00000;99;2,50000;945;0,50000;44276,35000;3232,50000;45356,35000
1610;21.2.2019;8;3;5;7;9;8;3;0;0,00000;0;1200,00000;2;150,00000;7;30,00000;101;2,50000;1067;0,50000;44692,45000;3424,20000;45988,45000
1611;22.2.2019;8;1;2;5;0;4;9;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;102;2,50000;995;0,50000;45385,95000;3432,00000;46408,45000
1612;23.2.2019;8;4;8;4;9;9;2;0;0,00000;0;1200,00000;0;150,00000;10;30,00000;97;2,50000;964;0,50000;45909,90000;3096,90000;46934,40000
1613;24.2.2019;8;6;5;3;7;1;1;0;0,00000;0;1200,00000;1;150,00000;6;30,00000;98;2,50000;837;0,50000;46361,65000;2890,50000;47355,15000
1614;25.2.2019;9;5;2;5;0;5;4;0;0,00000;0;1200,00000;2;150,00000;11;30,00000;100;2,50000;967;0,50000;46597,45000;3198,60000;47960,95000
1615;26.2.2019;9;7;5;3;5;1;8;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;96;2,50000;1010;0,50000;47054,10000;3123,30000;48159,10000
1616;27.2.2019;9;8;6;4;8;2;4;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;86;2,50000;939;0,50000;47727,40000;3075,60000;48591,90000
1617;28.2.2019;9;0;6;2;9;0;8;0;0,00000;0;1200,00000;3;150,00000;8;30,00000;84;2,50000;932;0,50000;47982,75000;3242,70000;49348,75000
1618;1.3.2019;9;4;8;8;8;3;0;0;0,00000;0;1200,00000;0;150,00000;6;30,00000;98;2,50000;995;0,50000;48736,35000;3352,20000;49658,85000
1619;2.3.2019;9;8;0;3;1;7;2;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;82;2,50000;918;0,50000;49229,45000;3034,20000;50253,45000
1620;3.3.2019;9;4;1;3;2;9;5;0;0,00000;0;1200,00000;0;150,00000;9;30,00000;73;2,50000;890;0,50000;49764,45000;2865,00000;50661,95000
1621;4.3.2019;10;7;3;8;0;0;1;0;0,00000;0;1200,00000;1;150,00000;7;30,00000;81;2,50000;970;0,50000;50320,45000;3207,00000;51367,95000
