ID;Datum;Tyzden;SumaVklady;SumaVyhry;SumaJackpot;Cislo1;Cislo2;Cislo3;Cislo4;Cislo5;Cislo6;Cislo7;DoplnkoveCislo;Pocet1;Vyhra1;Pocet2;Vyhra2;Pocet3;Vyhra3;Pocet4;Vyhra4;Pocet5;Vyhra5;Pocet6;Vyhra6;Pocet7;Vyhra7;Pocet8;Vyhra8;Pocet9;Vyhra9;Pocet10;Vyhra10;DatumNasled;SumaVyhryNasled;Suma1CenaNasled
743;8.3.2016;10;127352,40000;1063676,20000;1292243,42000;4;28;9;8;22;27;11;1;0;0,00000;0;0,00000;1;1910,20000;4;557,10000;31;82,10000;211;12,00000;424;9,70000;2300;4,80000;2106;4,00000;5152;3,00000;12.3.2016;0,00000;0,00000
744;12.3.2016;10;150200,40000;1075100,20000;1298519,99000;13;23;30;21;14;3;10;3;0;0,00000;0;0,00000;2;1126,50000;9;292,00000;40;75,10000;151;19,80000;591;8,20000;2042;6,40000;3232;3,10000;8152;2,30000;15.3.2016;0,00000;0,00000
745;15.3.2016;11;129603,60000;1064801,80000;1304498,02000;24;19;21;13;18;11;9;3;0;0,00000;0;0,00000;2;972,00000;6;378,00000;30;86,40000;164;15,80000;560;7,50000;2066;5,40000;3081;2,80000;6837;2,30000;19.3.2016;0,00000;0,00000
746;19.3.2016;11;146281,20000;1073140,60000;1310828,53000;5;32;27;21;25;12;26;6;0;0,00000;0;0,00000;2;1097,10000;4;639,90000;17;172,00000;149;19,60000;315;15,00000;2367;5,40000;1865;5,20000;5010;3,60000;22.3.2016;0,00000;0,00000
747;22.3.2016;12;131570,40000;1065785,20000;1318635,95000;8;15;2;1;29;25;21;6;0;0,00000;0;0,00000;0;0,00000;2;1151,20000;14;187,90000;121;21,70000;243;17,50000;1622;7,00000;1490;5,90000;4251;3,80000;26.3.2016;0,00000;0,00000
748;26.3.2016;12;134344,80000;1067172,40000;1326933,09000;15;3;9;2;19;28;27;6;0;0,00000;0;0,00000;1;2015,10000;0;0,00000;29;92,60000;173;15,50000;325;13,40000;2397;5,00000;1730;5,00000;4323;3,80000;29.3.2016;0,00000;0,00000
749;29.3.2016;13;114618,00000;1057309,00000;1333577,64000;22;9;2;20;5;14;30;3;0;0,00000;0;0,00000;0;0,00000;3;668,60000;19;120,60000;94;24,30000;338;11,00000;1435;6,90000;1928;4,00000;5898;2,40000;2.4.2016;0,00000;0,00000
750;2.4.2016;13;143304,00000;1071652,00000;1342034,44000;29;2;20;11;25;18;21;2;0;0,00000;0;0,00000;0;0,00000;4;626,90000;36;79,60000;141;20,30000;402;11,50000;1798;6,90000;2493;3,80000;6559;2,70000;5.4.2016;0,00000;0,00000
751;5.4.2016;14;128953,20000;1064476,60000;1347530,05000;28;16;1;8;2;15;5;6;0;0,00000;0;0,00000;1;1934,20000;4;564,10000;24;107,40000;119;21,60000;267;15,60000;1885;5,90000;1459;5,90000;3921;4,10000;9.4.2016;0,00000;0,00000
752;9.4.2016;14;148814,40000;1074407,20000;1356079,07000;22;5;4;8;18;25;23;5;0;0,00000;0;0,00000;0;0,00000;5;520,80000;40;74,40000;144;20,60000;493;9,80000;2029;6,40000;2893;3,40000;7399;2,50000;12.4.2016;0,00000;0,00000
753;12.4.2016;15;127182,00000;1063591,00000;1363830,72000;25;13;29;31;18;15;6;5;0;0,00000;0;0,00000;0;0,00000;3;741,80000;26;97,80000;126;20,10000;357;11,50000;1734;6,40000;2095;4,00000;5506;2,80000;16.4.2016;0,00000;0,00000
754;16.4.2016;15;145452,00000;1072726,00000;1370015,02000;18;2;11;6;23;17;26;5;0;0,00000;0;0,00000;4;545,40000;9;282,80000;40;72,70000;188;15,40000;455;10,30000;2371;5,30000;2437;4,00000;6465;2,80000;19.4.2016;0,00000;0,00000
755;19.4.2016;16;134221,20000;1067110,60000;1375638,83000;29;11;14;3;32;15;16;2;0;0,00000;0;0,00000;1;2013,30000;2;1174,40000;20;134,20000;106;25,30000;483;9,00000;2085;5,60000;2552;3,50000;6199;2,70000;23.4.2016;0,00000;0,00000
756;23.4.2016;16;147842,40000;1073921,20000;1384495,45000;29;8;13;15;12;2;9;5;0;0,00000;0;0,00000;0;0,00000;5;517,40000;13;227,40000;136;21,70000;446;10,70000;2133;6,00000;2618;3,80000;6909;2,60000;26.4.2016;0,00000;0,00000
757;26.4.2016;17;128754,00000;1064377,00000;1390260,00000;31;27;3;28;2;22;17;1;0;0,00000;0;0,00000;1;2092,20000;1;2092,20000;19;135,50000;137;18,70000;322;12,90000;1970;5,70000;2172;4,00000;5367;2,90000;30.4.2016;0,00000;0,00000
758;30.4.2016;17;146133,60000;1073066,80000;1398881,58000;3;22;13;26;8;7;1;5;0;0,00000;0;0,00000;0;0,00000;4;639,30000;27;108,20000;185;15,70000;412;11,50000;2214;5,70000;2647;3,70000;6904;2,60000;3.5.2016;0,00000;0,00000
759;3.5.2016;18;124224,00000;1062112,00000;1406098,98000;6;4;27;11;22;20;5;3;0;0,00000;0;0,00000;0;0,00000;4;543,40000;42;59,10000;119;20,80000;384;10,50000;1640;6,60000;2545;3,20000;6716;2,30000;7.5.2016;0,00000;0,00000
760;7.5.2016;18;143001,60000;1071500,80000;1412269,86000;11;23;27;4;18;17;10;2;0;0,00000;0;0,00000;1;2145,00000;4;625,60000;33;86,60000;177;16,10000;439;10,50000;2213;5,60000;2548;3,70000;6600;2,70000;10.5.2016;0,00000;0,00000
761;10.5.2016;19;129981,60000;1064990,80000;1420037,54000;2;10;16;26;28;15;11;2;0;0,00000;0;0,00000;0;0,00000;2;1137,30000;26;99,90000;115;22,60000;334;12,60000;1617;7,00000;2175;4,00000;5843;2,70000;14.5.2016;0,00000;0,00000
762;14.5.2016;19;155005,20000;1077502,60000;1429223,35000;22;19;9;6;4;8;15;3;0;0,00000;0;0,00000;0;0,00000;3;904,10000;29;106,90000;153;20,20000;513;9,80000;2092;6,40000;3001;3,40000;7987;2,40000;17.5.2016;0,00000;0,00000
763;17.5.2016;20;133443,60000;1066721,80000;1435383,48000;10;26;8;28;25;13;7;4;0;0,00000;0;0,00000;1;2001,60000;5;467,00000;23;116,00000;149;17,90000;397;10,90000;1932;6,00000;2782;3,20000;7300;2,20000;21.5.2016;0,00000;0,00000
764;21.5.2016;20;139088,40000;1069544,20000;1443742,65000;30;26;31;24;5;27;3;1;0;0,00000;0;0,00000;0;0,00000;3;811,30000;18;154,50000;128;21,70000;391;11,50000;1986;6,10000;2302;4,00000;5842;2,90000;24.5.2016;0,00000;0,00000
765;24.5.2016;21;128838,00000;1064419,00000;1449516,90000;21;29;20;25;6;30;19;5;0;0,00000;0;0,00000;1;1932,50000;3;751,50000;25;103,00000;113;22,80000;336;12,40000;1473;7,60000;2091;4,10000;6042;2,60000;28.5.2016;0,00000;0,00000
766;28.5.2016;21;140067,60000;1070033,80000;1455506,33000;8;20;29;27;10;13;25;3;0;0,00000;0;0,00000;2;1050,50000;6;408,50000;32;87,50000;148;18,90000;483;9,40000;1950;6,20000;2928;3,20000;7561;2,30000;31.5.2016;0,00000;0,00000
767;31.5.2016;22;117639,60000;1058819,80000;1460662,46000;2;17;28;7;33;15;18;5;0;0,00000;0;0,00000;1;1764,50000;7;294,00000;28;84,00000;172;13,60000;401;9,50000;2003;5,10000;2147;3,60000;5605;2,60000;4.6.2016;0,00000;0,00000
768;4.6.2016;22;131900,40000;1065950,20000;1468124,53000;16;8;12;33;5;31;6;1;0;0,00000;0;0,00000;0;0,00000;4;577,00000;29;90,90000;132;19,90000;360;11,90000;1989;5,80000;2055;4,30000;5456;3,00000;7.6.2016;0,00000;0,00000
769;7.6.2016;23;124125,60000;1062062,80000;1475798,31000;12;33;7;14;11;31;15;1;0;0,00000;0;0,00000;0;0,00000;2;1086,00000;15;165,50000;286;11,20000;292;11,20000;2624;4,30000;1755;4,30000;4878;3,10000;11.6.2016;0,00000;0,00000
770;11.6.2016;23;141186,00000;1070593,00000;1482425,26000;11;17;27;3;6;21;15;4;0;0,00000;0;0,00000;1;2117,70000;7;352,90000;38;74,30000;190;14,80000;433;10,50000;2382;5,10000;2668;3,50000;6585;2,60000;14.6.2016;0,00000;0,00000
771;14.6.2016;24;123008,40000;1061504,20000;1487667,93000;18;13;4;31;15;25;32;4;0;0,00000;0;0,00000;1;1845,10000;3;717,50000;29;84,80000;162;15,10000;376;10,60000;1873;5,70000;2050;4,00000;5454;2,80000;18.6.2016;0,00000;0,00000
772;18.6.2016;24;135651,60000;1067825,80000;1494021,96000;6;19;31;29;9;22;28;3;0;0,00000;0;0,00000;2;1102,10000;2;1102,10000;29;93,50000;170;15,90000;498;8,80000;1940;6,10000;2783;3,20000;7110;2,30000;21.6.2016;0,00000;0,00000
773;21.6.2016;25;121366,80000;1060683,40000;1501254,25000;29;23;8;24;26;9;5;1;0;0,00000;0;0,00000;0;0,00000;3;707,90000;16;151,70000;130;18,60000;257;15,30000;1750;6,00000;1851;4,40000;4626;3,20000;25.6.2016;0,00000;0,00000
774;25.6.2016;25;129702,00000;1064851,00000;1507035,50000;2;15;4;11;5;9;1;1;0;0,00000;0;0,00000;1;1945,50000;6;378,20000;27;96,00000;145;17,80000;426;9,80000;1933;5,80000;2081;4,20000;5276;3,00000;28.6.2016;0,00000;0,00000
775;28.6.2016;26;123037,20000;1061518,60000;1512515,01000;7;20;11;30;32;10;29;1;0;0,00000;0;0,00000;1;1845,50000;3;717,70000;17;144,70000;172;14,30000;291;13,70000;2365;4,70000;1630;4,70000;4450;3,40000;2.7.2016;0,00000;0,00000
776;2.7.2016;26;127779,60000;1063889,80000;1520000,04000;20;19;28;8;6;13;30;1;0;0,00000;0;0,00000;0;0,00000;4;559,00000;29;88,10000;128;19,90000;289;14,30000;1804;6,10000;1803;4,70000;4960;3,20000;5.7.2016;0,00000;0,00000
777;5.7.2016;27;102060,00000;1051030,00000;1524623,74000;28;16;25;21;12;33;30;2;0;0,00000;0;0,00000;1;1530,90000;2;893,00000;24;85,00000;113;18,00000;309;10,70000;1420;6,20000;1718;4,00000;4761;2,60000;9.7.2016;0,00000;0,00000
778;9.7.2016;27;131001,60000;1065500,80000;1528400,22000;1;7;13;25;3;31;28;2;0;0,00000;1;1965,00000;1;1965,00000;6;382,00000;36;72,70000;191;13,70000;388;10,90000;2223;5,10000;2197;4,00000;5746;2,80000;12.7.2016;0,00000;0,00000
779;12.7.2016;28;117789,60000;1058894,80000;1535479,00000;21;24;18;11;27;10;25;1;0;0,00000;0;0,00000;0;0,00000;2;1030,60000;23;102,40000;96;24,50000;277;13,80000;1859;5,50000;1748;4,50000;4613;3,10000;16.7.2016;0,00000;0,00000
780;16.7.2016;28;137456,40000;1068728,20000;1541650,57000;6;3;22;15;10;25;16;1;0;0,00000;0;0,00000;1;2233,60000;1;2233,60000;19;144,60000;153;17,90000;334;13,30000;1836;6,50000;1880;4,90000;5389;3,10000;19.7.2016;0,00000;0,00000
781;19.7.2016;29;129364,80000;1064682,40000;1549423,81000;19;22;2;9;25;28;12;5;0;0,00000;0;0,00000;0;0,00000;3;754,60000;33;78,40000;164;15,70000;416;10,10000;2001;5,60000;2226;3,90000;5812;2,70000;23.7.2016;0,00000;0,00000
782;23.7.2016;29;134967,60000;1067483,80000;1555269,44000;24;29;7;19;31;20;33;2;0;0,00000;0;0,00000;1;2193,20000;1;2193,20000;45;59,90000;181;14,90000;382;11,40000;2161;5,40000;2402;3,70000;6009;2,80000;26.7.2016;0,00000;0,00000
783;26.7.2016;30;116593,20000;1058296,60000;1560301,75000;24;33;2;1;23;25;4;1;0;0,00000;0;0,00000;2;874,40000;5;408,00000;28;83,20000;114;20,40000;311;12,10000;1501;6,70000;1928;4,00000;4848;3,00000;30.7.2016;0,00000;0,00000
784;30.7.2016;30;136743,60000;1068371,80000;1568429,28000;5;15;22;31;13;33;11;6;0;0,00000;0;0,00000;0;0,00000;2;1196,50000;19;143,90000;175;15,60000;365;12,10000;2305;5,10000;2077;4,40000;5426;3,10000;2.8.2016;0,00000;0,00000
785;2.8.2016;31;117018,00000;1058509,00000;1573655,13000;29;19;8;26;30;13;16;4;0;0,00000;0;0,00000;1;1755,20000;6;341,30000;31;75,40000;140;16,70000;343;11,00000;1711;5,90000;2086;3,70000;5349;2,70000;6.8.2016;0,00000;0,00000
786;6.8.2016;31;131450,40000;1065725,20000;1581320,35000;25;26;32;4;2;13;20;6;0;0,00000;0;0,00000;0;0,00000;4;575,00000;29;90,60000;133;19,70000;277;15,40000;1917;5,90000;1635;5,40000;4779;3,40000;9.8.2016;0,00000;0,00000
787;9.8.2016;32;121933,20000;1060966,60000;1586612,26000;9;15;18;13;7;14;12;4;0;0,00000;0;0,00000;1;1828,90000;2;1066,90000;30;81,20000;140;17,40000;441;8,90000;2119;5,00000;2362;3,40000;5609;2,70000;13.8.2016;0,00000;0,00000
788;13.8.2016;32;136078,80000;1068039,40000;1592884,25000;4;3;18;27;29;6;15;3;0;0,00000;0;0,00000;2;1020,50000;6;396,80000;36;75,50000;140;19,40000;503;8,70000;1935;6,10000;3041;3,00000;7811;2,10000;16.8.2016;0,00000;0,00000
789;16.8.2016;33;122815,20000;1061407,60000;1598409,41000;14;31;28;33;20;4;24;1;0;0,00000;1;1842,20000;0;0,00000;2;1074,60000;25;98,20000;122;20,10000;325;12,20000;1721;6,20000;1853;4,40000;5167;2,90000;20.8.2016;0,00000;0,00000
790;20.8.2016;33;133824,00000;1066912,00000;1606328,81000;32;19;20;6;1;3;9;4;0;0,00000;0;0,00000;0;0,00000;2;1170,90000;24;111,50000;163;16,40000;379;11,40000;2153;5,40000;2252;4,00000;5825;2,80000;23.8.2016;0,00000;0,00000
791;23.8.2016;34;119653,20000;1059826,60000;1613466,12000;28;25;1;24;7;23;2;3;0;0,00000;0;0,00000;0;0,00000;2;1046,90000;22;108,70000;96;24,90000;336;11,50000;1494;7,00000;2245;3,50000;6374;2,30000;27.8.2016;0,00000;0,00000
792;27.8.2016;34;136914,00000;1068457,00000;1621246,47000;30;12;6;27;29;32;26;3;0;0,00000;0;0,00000;0;0,00000;2;1197,90000;26;105,30000;114;24,00000;322;13,80000;1629;7,30000;1911;4,80000;5322;3,20000;30.8.2016;0,00000;0,00000
793;30.8.2016;35;116796,00000;1058398,00000;1626297,87000;26;2;7;32;8;20;12;4;0;0,00000;0;0,00000;2;875,90000;3;681,30000;27;86,50000;93;25,10000;290;13,00000;1411;7,20000;1537;5,10000;4101;3,50000;3.9.2016;0,00000;0,00000
794;3.9.2016;35;136249,50000;1068124,75000;1632251,01000;1;2;17;4;5;20;33;6;0;0,00000;0;0,00000;1;2043,70000;5;476,80000;20;136,20000;130;20,90000;279;15,80000;1816;6,50000;1470;6,20000;3990;4,20000;6.9.2016;0,00000;0,00000
795;6.9.2016;36;127424,70000;1063712,35000;1639977,71000;33;6;28;11;21;7;4;2;0;0,00000;0;0,00000;0;0,00000;2;1114,90000;23;110,80000;149;17,10000;344;12,00000;1656;6,70000;1915;4,40000;4985;3,10000;10.9.2016;0,00000;0,00000
796;10.9.2016;36;144214,50000;1072107,25000;1648298,57000;20;28;21;27;15;19;9;6;0;0,00000;0;0,00000;0;0,00000;2;1261,80000;14;206,00000;73;39,50000;249;18,80000;1584;7,90000;1476;6,50000;4066;4,40000;13.9.2016;0,00000;0,00000
797;13.9.2016;37;129468,00000;1064734,00000;1655772,47000;27;19;5;11;8;13;29;6;0;0,00000;0;0,00000;0;0,00000;4;566,40000;24;107,80000;196;14,90000;259;14,90000;1927;6,10000;1360;6,10000;3526;4,50000;17.9.2016;0,00000;0,00000
798;17.9.2016;37;144102,00000;1072051,00000;1661798,52000;14;11;9;20;12;18;4;2;0;0,00000;0;0,00000;1;2161,50000;5;504,30000;24;120,00000;133;21,60000;353;13,20000;1674;7,50000;2045;4,70000;5281;3,40000;20.9.2016;0,00000;0,00000
799;20.9.2016;38;138066,00000;1069033,00000;1667591,07000;32;17;26;19;27;12;11;2;0;0,00000;0;0,00000;1;2070,90000;6;402,60000;24;115,00000;110;25,10000;333;13,40000;1824;6,60000;1849;5,00000;4759;3,60000;24.9.2016;0,00000;0,00000
800;24.9.2016;38;159781,50000;1079890,75000;1680077,10000;12;23;33;22;18;5;10;4;0;0,00000;0;0,00000;0;0,00000;5;559,20000;22;145,20000;171;18,60000;385;13,40000;1966;7,10000;2241;4,80000;6052;3,30000;27.9.2016;0,00000;0,00000
801;27.9.2016;39;130570,50000;1745362,35000;1695489,05000;9;23;11;27;25;28;7;3;0;0,00000;0;0,00000;4;606,20000;3;606,20000;34;76,80000;195;13,30000;508;8,30000;1740;6,50000;2399;3,60000;5808;2,80000;1.10.2016;0,00000;0,00000
802;1.10.2016;39;162274,50000;1776626,30000;1716724,60000;21;25;1;8;3;23;31;3;0;0,00000;0;0,00000;0;0,00000;1;2839,80000;35;92,70000;140;23,10000;414;12,70000;1731;8,20000;2654;4,10000;6750;3,00000;4.10.2016;0,00000;0,00000
803;4.10.2016;40;136579,50000;1785014,35000;1735203,75000;23;6;19;3;1;30;15;4;0;0,00000;0;0,00000;0;0,00000;1;2390,10000;22;124,10000;112;24,30000;270;16,40000;1540;7,70000;1709;5,30000;4750;3,50000;8.10.2016;0,00000;0,00000
804;8.10.2016;40;164119,50000;1817263,50000;1754455,90000;12;8;21;7;1;23;13;6;0;0,00000;0;0,00000;1;2461,70000;2;1436,00000;26;126,20000;157;20,90000;304;17,50000;2205;6,50000;1719;6,40000;4711;4,30000;11.10.2016;0,00000;0,00000
805;11.10.2016;41;137445,00000;1823178,40000;1772732,50000;30;21;17;15;12;22;16;1;0;0,00000;0;0,00000;0;0,00000;1;2405,20000;19;144,60000;70;39,20000;224;19,90000;1306;9,20000;1502;6,10000;4337;3,90000;15.10.2016;0,00000;0,00000
806;15.10.2016;41;178810,50000;1862137,75000;1794201,45000;18;3;25;13;20;27;7;6;0;0,00000;0;0,00000;1;2682,10000;2;1564,50000;30;119,20000;198;18,00000;343;16,90000;2617;5,90000;2048;5,80000;5086;4,30000;18.10.2016;0,00000;0,00000
807;18.10.2016;42;144550,50000;1866476,70000;1813658,00000;7;10;21;18;6;23;24;5;0;0,00000;0;0,00000;0;0,00000;4;632,40000;24;120,40000;119;24,20000;388;12,10000;1757;7,10000;2224;4,30000;5929;3,00000;22.10.2016;0,00000;0,00000
808;22.10.2016;42;150096,00000;1888706,00000;1835991,20000;23;7;28;6;16;24;25;3;0;0,00000;0;0,00000;0;0,00000;0;0,00000;23;130,50000;102;29,40000;361;13,50000;1536;8,50000;2149;4,70000;6443;2,90000;25.10.2016;0,00000;0,00000
809;25.10.2016;43;132478,50000;1902230,45000;1853605,85000;16;4;3;1;21;29;32;3;0;0,00000;0;0,00000;0;0,00000;1;2318,30000;21;126,10000;110;24,00000;319;13,40000;1247;9,20000;1927;4,60000;5469;3,00000;29.10.2016;0,00000;0,00000
810;29.10.2016;43;147879,00000;1927545,35000;1873195,15000;12;7;30;9;11;33;22;5;0;0,00000;0;0,00000;0;0,00000;2;1293,90000;28;105,60000;169;17,50000;430;11,10000;1972;6,50000;2334;4,20000;5953;3,10000;1.11.2016;0,00000;0,00000
811;1.11.2016;44;113784,00000;1930087,15000;1888271,25000;13;7;16;6;28;5;17;5;0;0,00000;0;0,00000;0;0,00000;4;497,80000;23;98,90000;93;24,40000;285;12,90000;1213;8,20000;1660;4,60000;4249;3,30000;5.11.2016;0,00000;0,00000
812;5.11.2016;44;149808,00000;1963175,25000;1906127,35000;27;6;24;10;8;7;20;1;0;0,00000;0;0,00000;2;1123,50000;7;374,50000;34;88,10000;145;20,60000;300;16,20000;1824;7,10000;1983;5,00000;5131;3,60000;8.11.2016;0,00000;0,00000
813;8.11.2016;45;133866,00000;1973060,35000;1924237,25000;32;6;15;2;28;3;33;5;0;0,00000;0;0,00000;0;0,00000;4;585,60000;19;140,90000;99;27,00000;294;14,70000;1523;7,60000;1776;5,00000;4810;3,40000;12.11.2016;0,00000;0,00000
814;12.11.2016;45;156037,50000;2002256,00000;1942824,10000;19;14;5;24;11;6;8;5;0;0,00000;0;0,00000;1;2340,50000;2;1365,30000;34;91,70000;160;19,50000;407;12,40000;1864;7,30000;2310;4,50000;5780;3,30000;15.11.2016;0,00000;0,00000
815;15.11.2016;46;135850,50000;2010749,35000;1960889,25000;32;16;6;14;3;4;18;3;0;0,00000;0;0,00000;0;0,00000;3;792,40000;29;93,60000;99;27,40000;345;12,70000;1382;8,60000;2127;4,30000;5739;2,90000;19.11.2016;0,00000;0,00000
816;19.11.2016;46;151527,00000;2036652,75000;1978752,15000;30;21;28;10;17;12;6;2;0;0,00000;0;0,00000;1;2272,90000;4;662,90000;25;121,20000;142;21,30000;369;13,30000;1626;8,10000;2113;4,80000;5844;3,20000;22.11.2016;0,00000;0,00000
817;22.11.2016;47;135339,00000;2046421,65000;1996828,85000;24;13;29;11;2;32;23;3;0;0,00000;0;0,00000;0;0,00000;6;394,70000;31;87,30000;144;18,70000;411;10,70000;1685;7,00000;2123;4,30000;5691;2,90000;26.11.2016;0,00000;0,00000
818;26.11.2016;47;148774,50000;2071216,10000;2016321,00000;24;2;6;14;32;7;16;4;0;0,00000;0;0,00000;0;0,00000;3;867,80000;39;76,20000;135;22,00000;335;14,40000;1816;7,10000;2091;4,80000;5635;3,30000;29.11.2016;0,00000;0,00000
819;29.11.2016;48;129657,00000;2081149,50000;2031443,60000;14;9;8;32;25;33;4;4;0;0,00000;0;0,00000;3;648,20000;9;252,10000;19;136,40000;115;22,50000;331;12,70000;1590;7,10000;1879;4,60000;4758;3,40000;3.12.2016;0,00000;0,00000
820;3.12.2016;48;148587,00000;2105737,10000;2051601,40000;5;4;7;32;11;3;29;2;0;0,00000;0;0,00000;0;0,00000;3;866,70000;26;114,20000;109;27,20000;350;13,70000;2038;6,30000;2119;4,70000;5809;3,10000;6.12.2016;0,00000;0,00000
821;6.12.2016;49;131466,00000;2117334,40000;2067051,60000;19;18;10;27;23;14;28;2;0;0,00000;0;0,00000;1;1971,90000;4;575,10000;15;175,20000;107;24,50000;283;15,00000;1463;7,80000;1698;5,20000;4650;3,50000;10.12.2016;0,00000;0,00000
822;10.12.2016;49;153564,00000;2143833,60000;2085409,50000;28;10;26;18;30;6;29;2;0;0,00000;0;0,00000;1;2303,40000;2;1343,60000;24;127,90000;111;27,60000;345;14,40000;1567;8,50000;1829;5,60000;5214;3,60000;13.12.2016;0,00000;0,00000
823;13.12.2016;50;142483,50000;2156651,25000;2104736,15000;14;23;26;17;3;6;7;1;0;0,00000;0;0,00000;1;2137,20000;0;0,00000;35;81,40000;185;15,40000;355;13,00000;2095;5,90000;1989;4,80000;4877;3,60000;17.12.2016;0,00000;0,00000
824;17.12.2016;50;167922,00000;2188697,15000;2124695,65000;25;9;19;14;5;4;30;4;0;0,00000;0;0,00000;1;2728,70000;1;2728,70000;40;83,90000;157;21,30000;454;12,00000;2093;7,00000;2257;5,00000;6200;3,30000;20.12.2016;0,00000;0,00000
825;20.12.2016;51;146188,50000;2197789,90000;2142302,80000;29;1;10;11;26;5;23;4;0;0,00000;0;0,00000;2;1096,40000;4;639,50000;22;132,80000;117;24,90000;278;17,00000;1646;7,70000;1868;5,20000;4941;3,60000;23.12.2016;0,00000;0,00000
826;23.12.2016;51;157594,50000;2221100,05000;2160557,75000;7;31;23;19;28;15;1;4;0;0,00000;0;0,00000;1;2363,90000;4;689,40000;26;121,20000;158;19,90000;351;14,50000;1834;7,50000;2005;5,30000;5312;3,70000;27.12.2016;0,00000;0,00000
827;27.12.2016;52;122940,00000;2222027,75000;2177109,45000;3;11;1;10;9;30;26;4;0;0,00000;0;0,00000;0;0,00000;5;430,20000;21;117,00000;110;22,30000;292;13,60000;1419;7,50000;1574;5,20000;4183;3,60000;31.12.2016;0,00000;0,00000
828;31.12.2016;52;174202,50000;2264210,70000;2203025,90000;29;6;1;2;32;8;14;4;0;0,00000;0;0,00000;0;0,00000;0;0,00000;24;145,10000;133;26,10000;335;16,90000;1918;7,90000;2016;5,80000;5717;3,80000;3.1.2017;0,00000;0,00000
829;3.1.2017;1;133339,50000;2269695,65000;2218700,65000;14;25;26;31;13;20;8;2;0;0,00000;0;0,00000;1;2166,70000;1;2166,70000;18;148,10000;88;30,30000;261;16,60000;1358;8,50000;1572;5,70000;4851;3,40000;7.1.2017;0,00000;0,00000
830;7.1.2017;1;144444,00000;2290922,65000;2235556,15000;18;15;27;28;11;3;20;3;0;0,00000;0;0,00000;2;1083,30000;6;421,20000;28;103,10000;107;26,90000;392;11,90000;1612;7,80000;2417;4,00000;6429;2,80000;10.1.2017;0,00000;0,00000
831;10.1.2017;2;132874,50000;2301993,40000;2251385,50000;17;28;15;5;2;13;30;3;0;0,00000;0;0,00000;1;1993,10000;3;775,10000;20;132,80000;134;19,80000;348;12,40000;1431;8,10000;1974;4,50000;5397;3,00000;14.1.2017;0,00000;0,00000
832;14.1.2017;2;163554,00000;2333162,50000;2272788,10000;24;4;3;25;8;31;18;4;0;0,00000;0;0,00000;0;0,00000;4;715,50000;28;116,80000;138;23,70000;388;13,60000;1931;7,40000;2336;4,70000;5836;3,50000;17.1.2017;0,00000;0,00000
833;17.1.2017;3;135781,50000;2340678,85000;2288832,25000;22;11;8;2;20;10;28;6;0;0,00000;1;2036,70000;0;0,00000;2;1188,00000;17;159,70000;115;23,60000;262;16,80000;1601;7,40000;1600;5,70000;4159;4,00000;21.1.2017;0,00000;0,00000
834;21.1.2017;3;154168,50000;2365916,50000;2309524,50000;4;32;25;29;23;2;14;5;0;0,00000;0;0,00000;0;0,00000;2;1348,90000;31;99,40000;118;26,10000;362;13,80000;1646;8,10000;2167;4,80000;5876;3,20000;24.1.2017;0,00000;0,00000
835;24.1.2017;4;138591,00000;2378820,00000;2325672,30000;9;7;13;5;18;29;10;1;0;0,00000;0;0,00000;1;2078,80000;5;485,00000;25;110,80000;128;21,60000;310;14,50000;1740;6,90000;1798;5,20000;4931;3,50000;28.1.2017;0,00000;0,00000
836;28.1.2017;4;154827,00000;2403085,80000;2346189,40000;24;10;33;15;16;26;29;6;0;0,00000;0;0,00000;0;0,00000;2;1354,70000;19;162,90000;116;26,60000;265;18,90000;1626;8,30000;1585;6,50000;4085;4,70000;31.1.2017;0,00000;0,00000
837;31.1.2017;5;126264,00000;2409321,40000;2361120,20000;29;32;4;18;21;27;24;3;0;0,00000;0;0,00000;2;946,90000;3;736,50000;21;120,20000;124;20,30000;362;11,30000;1490;7,40000;2008;4,20000;5347;2,90000;4.2.2017;0,00000;0,00000
838;4.2.2017;5;148881,00000;2435560,70000;2380866,40000;4;15;26;9;18;30;10;5;0;0,00000;0;0,00000;0;0,00000;3;868,40000;23;129,40000;144;20,60000;373;12,90000;1689;7,70000;2119;4,70000;5403;3,40000;7.2.2017;0,00000;0,00000
839;7.2.2017;6;131590,50000;2446661,65000;2398604,85000;6;21;33;28;18;4;10;6;0;0,00000;0;0,00000;0;0,00000;7;328,90000;16;164,40000;112;23,40000;233;18,30000;1603;7,10000;1439;6,10000;3922;4,10000;11.2.2017;0,00000;0,00000
840;11.2.2017;6;153066,00000;2475137,85000;2416495,35000;2;17;28;29;1;24;11;1;0;0,00000;0;0,00000;1;2487,30000;1;2487,30000;18;170,00000;121;25,30000;348;14,20000;1666;8,00000;1992;5,10000;5031;3,80000;14.2.2017;0,00000;0,00000
841;14.2.2017;7;135910,50000;2484450,60000;2434376,50000;19;33;4;3;29;26;30;1;0;0,00000;0;0,00000;0;0,00000;3;792,80000;21;129,40000;115;23,60000;248;17,80000;1577;7,50000;1598;5,70000;4451;3,80000;18.2.2017;0,00000;0,00000
